dataset,task,axis,representation,model,split_seed,nominal_dose,partition,audit_amplification,audit_event,evaluation_amplification,evaluation_event,audit_test_rows,evaluation_test_rows
CEAP,valence,subject,minimal_pair,gpu_mlp,20260923,0.75,heldout,0.0384615384615384,1,-0.0357142857142857,0,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260923,1.0,heldout,0.0399999999999999,1,-0.0773809523809523,0,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20261007,0.25,audit,0.0712820512820512,1,0.0674603174603175,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20261007,0.5,audit,0.0456410256410256,1,0.0496031746031745,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20261007,0.75,audit,0.0712820512820512,1,0.0238095238095237,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20261007,1.0,audit,0.0784615384615385,1,0.0039682539682539,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260813,0.25,heldout,0.0328205128205129,1,0.0535714285714286,1,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260813,0.5,heldout,-0.0199999999999999,0,0.0357142857142857,1,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260813,0.75,heldout,0.0,0,-0.0218253968253967,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260813,1.0,heldout,0.0456410256410257,1,0.0317460317460317,1,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260829,0.25,audit,-0.0656410256410256,0,0.0,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260829,0.5,audit,0.0143589743589743,0,-0.0396825396825396,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260829,0.75,audit,-0.0528205128205128,0,-0.0079365079365079,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260829,1.0,audit,-0.0128205128205128,0,-0.0079365079365079,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260911,0.25,heldout,0.0,0,-0.0416666666666666,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260911,0.5,heldout,-0.0071794871794871,0,-0.0634920634920634,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260911,0.75,heldout,-0.0399999999999999,0,0.0,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260911,1.0,heldout,-0.0343589743589743,0,-0.0238095238095237,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260813,0.25,heldout,0.0528205128205128,1,-0.0277777777777777,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260813,0.5,heldout,0.0528205128205128,1,0.0099206349206348,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260813,0.75,heldout,0.0328205128205127,1,-0.0178571428571427,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260813,1.0,heldout,0.0528205128205128,1,-0.0257936507936508,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260829,0.25,audit,-0.0143589743589743,0,0.0277777777777776,1,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260829,0.5,audit,-0.0128205128205127,0,-0.007936507936508,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260829,0.75,audit,0.0128205128205127,0,-0.0238095238095239,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260829,1.0,audit,-0.0184615384615384,0,0.0654761904761904,1,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260911,0.25,heldout,0.02,1,-0.0595238095238095,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260911,0.5,heldout,-0.0256410256410255,0,-0.0456349206349206,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260911,0.75,heldout,0.0071794871794872,0,0.0,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260911,1.0,heldout,-0.0056410256410256,0,-0.0416666666666667,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20261007,0.25,heldout,0.0128205128205127,0,0.007936507936508,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20261007,0.5,heldout,0.0384615384615385,1,0.0,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20261007,0.75,heldout,0.0056410256410257,0,-0.0138888888888889,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20261007,1.0,heldout,0.0512820512820513,1,-0.0317460317460317,0,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260829,0.25,heldout,0.0777777777777778,1,0.0526315789473683,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260829,0.5,heldout,-0.1314814814814814,0,-0.0070175438596491,0,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260829,0.75,heldout,0.0277777777777777,1,0.0748538011695905,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260829,1.0,heldout,-0.0129629629629629,0,0.0608187134502923,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260911,0.25,audit,0.1499999999999999,1,0.1233918128654971,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260911,0.5,audit,0.0407407407407407,1,0.0333333333333333,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260911,0.75,audit,0.1,1,0.1152046783625731,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260911,1.0,audit,0.1037037037037036,1,0.1374269005847954,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260829,0.25,audit,0.0277777777777777,1,0.0789473684210526,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260829,0.5,audit,-0.0407407407407407,0,0.0040935672514619,0,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260829,0.75,audit,0.05,1,0.0941520467836256,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260829,1.0,audit,-0.0907407407407406,0,0.1163742690058479,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260911,0.25,heldout,0.1314814814814814,1,0.0222222222222222,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260911,0.5,heldout,0.1722222222222222,1,0.011111111111111,0,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260911,0.75,heldout,0.1037037037037036,1,-0.0415204678362572,0,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260911,1.0,heldout,0.0037037037037037,0,0.1304093567251462,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20261007,0.25,heldout,0.0592592592592592,1,0.0637426900584794,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20261007,0.5,heldout,0.0314814814814815,1,0.0970760233918128,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20261007,0.75,heldout,0.0407407407407407,1,0.0859649122807016,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20261007,1.0,heldout,0.0648148148148148,1,0.1345029239766081,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260829,0.25,heldout,-0.0592592592592592,0,-0.0374269005847953,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260829,0.5,heldout,-0.1055555555555555,0,0.0678362573099414,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260829,0.75,heldout,0.0222222222222222,1,0.0485380116959063,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260829,1.0,heldout,0.0722222222222223,1,0.0415204678362572,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20261007,0.25,audit,0.0092592592592593,0,0.0637426900584795,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20261007,0.5,audit,0.0407407407407407,1,0.0374269005847953,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20261007,0.75,audit,0.0962962962962963,1,0.0192982456140351,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20261007,1.0,audit,0.05,1,-0.0263157894736841,0,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260813,0.25,heldout,0.1277777777777777,1,0.0485380116959064,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260813,0.5,heldout,0.0,0,-0.019298245614035,0,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260813,0.75,heldout,0.0999999999999999,1,0.0666666666666666,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260813,1.0,heldout,0.0499999999999999,1,0.0374269005847953,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260829,0.25,audit,-0.0185185185185186,0,0.0,0,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260829,0.5,audit,-0.0648148148148148,0,0.0222222222222222,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260829,0.75,audit,0.0129629629629628,0,0.0,0,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260829,1.0,audit,-0.0055555555555556,0,0.0333333333333333,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260923,0.25,audit,-0.087037037037037,0,0.0222222222222222,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260923,0.5,audit,-0.0499999999999999,0,0.0029239766081871,0,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260923,0.75,audit,-0.0499999999999999,0,-0.023391812865497,0,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260923,1.0,audit,-0.0499999999999999,0,-0.0345029239766082,0,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20261007,0.25,heldout,0.1055555555555556,1,0.0152046783625731,0,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20261007,0.5,heldout,0.037037037037037,1,-0.0070175438596491,0,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20261007,0.75,heldout,0.1148148148148148,1,0.0345029239766081,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20261007,1.0,heldout,0.087037037037037,1,-0.0152046783625731,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260923,0.25,heldout,0.0,0,0.0374269005847953,1,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260923,0.5,heldout,0.0,0,0.0,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260923,0.75,heldout,-0.0462962962962962,0,0.0070175438596491,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260923,1.0,heldout,-0.0592592592592592,0,0.0070175438596491,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20261007,0.25,audit,-0.0685185185185185,0,0.0222222222222222,1,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20261007,0.5,audit,0.0999999999999999,1,0.011111111111111,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20261007,0.75,audit,0.0314814814814814,1,-0.0070175438596491,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20261007,1.0,audit,0.0314814814814814,1,-0.011111111111111,0,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260829,0.25,audit,-0.0092592592592592,0,0.0415204678362572,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260829,0.5,audit,-0.0462962962962963,0,0.0637426900584795,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260829,0.75,audit,-0.037037037037037,0,0.1122807017543859,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260829,1.0,audit,-0.0962962962962963,0,0.0970760233918128,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260911,0.25,heldout,-0.0055555555555555,0,0.0292397660818713,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260911,0.5,heldout,-0.0685185185185185,0,0.0596491228070175,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260911,0.75,heldout,-0.0314814814814815,0,0.0748538011695906,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260911,1.0,heldout,0.0129629629629629,0,0.0777777777777777,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260923,0.25,audit,-0.0185185185185184,0,-0.0222222222222222,0,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260923,0.5,audit,0.0592592592592592,1,-0.0304093567251462,0,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260923,0.75,audit,-0.0499999999999999,0,0.0292397660818713,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260923,1.0,audit,-0.0592592592592592,0,0.0029239766081871,0,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260923,0.25,heldout,-0.0055555555555555,0,0.0748538011695906,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260923,0.5,heldout,0.087037037037037,1,0.0818713450292397,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260923,0.75,heldout,0.0222222222222222,1,0.0403508771929824,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260923,1.0,heldout,0.1407407407407407,1,0.0888888888888888,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260829,0.25,audit,-0.0222222222222222,0,0.0152046783625731,0,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260829,0.5,audit,-0.0277777777777777,0,0.0,0,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260829,0.75,audit,0.0499999999999999,1,0.0485380116959064,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260829,1.0,audit,0.0092592592592591,0,0.0222222222222222,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260911,0.25,heldout,0.0407407407407407,1,0.0555555555555555,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260911,0.5,heldout,0.0499999999999999,1,0.0555555555555555,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260911,0.75,heldout,0.0092592592592591,0,0.0111111111111111,0,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260911,1.0,heldout,0.0685185185185184,1,0.0222222222222222,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260923,0.25,audit,-0.0185185185185184,0,-0.0222222222222222,0,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260923,0.5,audit,0.0037037037037037,0,-0.0152046783625731,0,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260923,0.75,audit,-0.0277777777777777,0,-0.0608187134502923,0,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260923,1.0,audit,0.0314814814814815,1,-0.0304093567251461,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260813,0.25,audit,0.0128205128205127,0,0.0,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260813,0.5,audit,-0.0071794871794871,0,-0.0178571428571427,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260813,0.75,audit,-0.0399999999999999,0,-0.0039682539682539,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260813,1.0,audit,0.1128205128205128,1,-0.0297619047619046,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260911,0.25,audit,0.0584615384615384,1,0.0,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260911,0.5,audit,0.0584615384615384,1,-0.0178571428571427,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260911,0.75,audit,0.0784615384615384,1,0.0,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260911,1.0,audit,-0.0071794871794872,0,0.0456349206349206,1,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20261007,0.25,audit,0.04,1,-0.0456349206349206,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20261007,0.5,audit,-0.0128205128205127,0,0.0099206349206349,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20261007,0.75,audit,0.0256410256410255,1,0.0595238095238095,1,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20261007,1.0,audit,0.0328205128205127,1,-0.0079365079365079,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260911,0.25,heldout,0.0,0,0.0277777777777777,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260911,0.5,heldout,-0.0071794871794871,0,-0.0317460317460318,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260911,0.75,heldout,0.0328205128205127,1,-0.0178571428571428,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260911,1.0,heldout,0.0,0,-0.0178571428571428,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260923,0.25,audit,0.0056410256410256,0,0.0,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260923,0.5,audit,-0.0671794871794871,0,-0.0634920634920634,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260923,0.75,audit,-0.0343589743589743,0,-0.0535714285714285,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260923,1.0,audit,-0.0271794871794872,0,-0.0277777777777777,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260813,0.25,audit,0.0184615384615384,0,-0.0734126984126983,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260813,0.5,audit,-0.0656410256410256,0,-0.0079365079365079,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260813,0.75,audit,-0.04,0,0.0277777777777779,1,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260813,1.0,audit,0.0384615384615384,1,-0.0575396825396824,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260911,0.25,audit,-0.0456410256410255,0,0.0138888888888888,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260911,0.5,audit,-0.0584615384615383,0,0.0238095238095237,1,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260911,0.75,audit,0.0,0,0.0615079365079365,1,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260911,1.0,audit,-0.0784615384615383,0,0.0515873015873015,1,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260813,0.25,heldout,0.0071794871794872,0,-0.0218253968253967,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260813,0.5,heldout,-0.0256410256410255,0,-0.0079365079365079,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260813,0.75,heldout,0.0143589743589744,0,-0.0079365079365079,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260813,1.0,heldout,-0.0056410256410255,0,-0.0575396825396825,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260829,0.25,audit,-0.0528205128205128,0,-0.0297619047619047,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260829,0.5,audit,-0.0656410256410255,0,-0.0119047619047618,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260829,0.75,audit,-0.0728205128205128,0,-0.0297619047619047,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260829,1.0,audit,-0.1384615384615384,0,0.0198412698412697,0,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260813,0.25,audit,0.02,1,-0.0357142857142857,0,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260813,0.5,audit,-0.0215384615384615,0,0.0595238095238095,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260813,0.75,audit,0.0441025641025641,1,0.0376984126984127,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260813,1.0,audit,0.0328205128205127,1,0.0555555555555555,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260829,0.25,heldout,-0.0328205128205128,0,0.0317460317460317,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260829,0.5,heldout,0.0328205128205129,1,0.0694444444444444,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260829,0.75,heldout,-0.0728205128205128,0,0.0416666666666667,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260829,1.0,heldout,-0.1041025641025641,0,0.0376984126984127,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260911,0.25,audit,0.0528205128205128,1,0.0138888888888888,0,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260911,0.5,audit,-0.0199999999999999,0,0.0238095238095238,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260911,0.75,audit,0.02,1,-0.0357142857142857,0,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260911,1.0,audit,0.0,0,0.0277777777777777,1,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260923,0.25,audit,-0.0128205128205127,0,-0.0317460317460317,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260923,0.5,audit,-0.06,0,-0.0317460317460317,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260923,0.75,audit,0.0128205128205127,0,-0.0079365079365079,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20260923,1.0,audit,0.0,0,-0.0456349206349205,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20261007,0.25,heldout,0.0528205128205128,1,0.0813492063492062,1,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20261007,0.5,heldout,0.04,1,0.0773809523809523,1,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20261007,0.75,heldout,0.0856410256410256,1,-0.0039682539682539,0,64,64
CEAP,valence,subject,minimal_pair,linear_logistic,20261007,1.0,heldout,0.0928205128205127,1,0.0099206349206348,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260813,0.25,audit,0.0,0,0.0178571428571427,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260813,0.5,audit,-0.0143589743589743,0,0.0634920634920634,1,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260813,0.75,audit,0.0056410256410256,0,0.0416666666666666,1,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260813,1.0,audit,0.02,1,0.0416666666666666,1,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260829,0.25,heldout,0.0071794871794871,0,0.0079365079365079,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260829,0.5,heldout,-0.04,0,0.0178571428571427,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260829,0.75,heldout,0.0184615384615384,0,-0.0396825396825397,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260829,1.0,heldout,-0.0312820512820513,0,0.0138888888888888,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260911,0.25,audit,-0.0056410256410256,0,-0.0416666666666667,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260911,0.5,audit,-0.0256410256410256,0,-0.0496031746031746,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260911,0.75,audit,-0.0712820512820512,0,-0.0218253968253968,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260911,1.0,audit,-0.024102564102564,0,-0.0039682539682539,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260923,0.25,heldout,0.0656410256410255,1,0.0317460317460318,1,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260923,0.5,heldout,-0.0256410256410256,0,0.0,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260923,0.75,heldout,0.0599999999999999,1,-0.0039682539682539,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20260923,1.0,heldout,0.0528205128205128,1,0.0,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20261007,0.25,audit,0.0784615384615384,1,0.0079365079365079,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20261007,0.5,audit,0.0328205128205129,1,0.0674603174603174,1,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20261007,0.75,audit,-0.04,0,-0.0138888888888888,0,64,64
CEAP,valence,subject,wearable_all,gpu_mlp,20261007,1.0,audit,0.0312820512820511,1,0.0357142857142858,1,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260923,0.25,audit,-0.0328205128205127,0,-0.0357142857142857,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260923,0.5,audit,-0.02,0,-0.0119047619047619,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260923,0.75,audit,-0.0856410256410256,0,-0.0634920634920634,0,64,64
CEAP,valence,subject,wearable_all,linear_logistic,20260923,1.0,audit,-0.0128205128205127,0,-0.0317460317460317,0,64,64
DREAMER,arousal,subject,all,gpu_mlp,20260813,0.25,audit,0.0599579242636746,1,-0.0091911764705882,0,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260813,0.5,audit,-0.0241935483870967,0,0.0226715686274509,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260813,0.75,audit,0.1002805049088358,1,0.0196078431372548,0,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260813,1.0,audit,0.0816970546984572,1,-0.0110294117647059,0,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260829,0.25,heldout,-0.067671809256662,0,0.039828431372549,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260829,0.5,heldout,-0.0326086956521739,0,0.028799019607843,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260829,0.75,heldout,0.040673211781206,1,0.0502450980392156,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260829,1.0,heldout,0.0298036465638148,1,0.0386029411764706,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260911,0.25,audit,0.0922159887798036,1,0.0294117647058823,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260911,0.5,audit,0.1058906030855539,1,0.0502450980392156,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260911,0.75,audit,0.0813464235624123,1,0.0085784313725489,0,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260911,1.0,audit,0.0680224403927069,1,0.060049019607843,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260923,0.25,heldout,0.0543478260869564,1,0.0,0,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260923,0.5,heldout,0.07328190743338,1,-0.0410539215686274,0,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260923,0.75,heldout,0.0329593267882187,1,-0.0012254901960784,0,108,99
DREAMER,arousal,subject,all,gpu_mlp,20260923,1.0,heldout,0.0571528751753155,1,-0.0214460784313725,0,108,99
DREAMER,arousal,subject,all,gpu_mlp,20261007,0.25,audit,0.0592566619915848,1,0.0502450980392156,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20261007,0.5,audit,0.0838008415147265,1,0.0306372549019607,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20261007,0.75,audit,0.0350631136044881,1,0.020220588235294,1,108,99
DREAMER,arousal,subject,all,gpu_mlp,20261007,1.0,audit,0.0781907433380084,1,-0.0330882352941176,0,108,99
DREAMER,arousal,subject,all,linear_logistic,20260813,0.25,heldout,0.0273492286115006,1,0.0110294117647059,0,108,99
DREAMER,arousal,subject,all,linear_logistic,20260813,0.5,heldout,0.0140252454417952,0,0.0625,1,108,99
DREAMER,arousal,subject,all,linear_logistic,20260813,0.75,heldout,0.038218793828892,1,0.0435049019607843,1,108,99
DREAMER,arousal,subject,all,linear_logistic,20260813,1.0,heldout,0.0515427769985974,1,0.0410539215686275,1,108,99
DREAMER,arousal,subject,all,linear_logistic,20260829,0.25,audit,-0.0298036465638148,0,-0.0220588235294117,0,108,99
DREAMER,arousal,subject,all,linear_logistic,20260829,0.5,audit,0.0539971949509117,1,-0.0024509803921568,0,108,99
DREAMER,arousal,subject,all,linear_logistic,20260829,0.75,audit,-0.0266479663394109,0,-0.0520833333333333,0,108,99
