dataset,task,axis,representation,model,split_seed,nominal_dose,partition,audit_amplification,audit_event,evaluation_amplification,evaluation_event,audit_test_rows,evaluation_test_rows
CASE,valence,subject,baseline_delta,linear_logistic,20260829,0.5,audit,0.0457142857142857,1,0.0444444444444445,1,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260829,0.75,audit,0.0657142857142857,1,0.0111111111111111,0,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260829,1.0,audit,0.0342857142857142,1,0.0111111111111111,0,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260911,0.25,heldout,0.0799999999999999,1,-0.0222222222222222,0,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260911,0.5,heldout,0.06,1,-0.0666666666666666,0,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260911,0.75,heldout,0.06,1,-0.0777777777777777,0,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260911,1.0,heldout,0.12,1,-0.0666666666666666,0,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260923,0.25,audit,-0.0342857142857142,0,0.0,0,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260923,0.5,audit,0.0,0,0.0444444444444445,1,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260923,0.75,audit,0.0142857142857143,0,-0.0888888888888888,0,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20260923,1.0,audit,-0.0485714285714286,0,0.011111111111111,0,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20261007,0.25,heldout,-0.0285714285714285,0,0.0555555555555555,1,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20261007,0.5,heldout,-0.077142857142857,0,0.0222222222222221,1,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20261007,0.75,heldout,-0.0342857142857141,0,0.0777777777777777,1,60,60
CASE,valence,subject,baseline_delta,linear_logistic,20261007,1.0,heldout,-0.0628571428571428,0,0.011111111111111,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260813,0.25,audit,0.0114285714285714,0,-0.0888888888888888,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260813,0.5,audit,0.0657142857142857,1,-0.0333333333333333,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260813,0.75,audit,0.0371428571428571,1,-0.0444444444444444,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260813,1.0,audit,0.0714285714285715,1,-0.011111111111111,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260829,0.25,heldout,0.0514285714285714,1,-0.0444444444444444,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260829,0.5,heldout,0.04,1,1.1102230246251563e-16,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260829,0.75,heldout,0.0114285714285714,0,0.0777777777777778,1,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260829,1.0,heldout,0.0742857142857142,1,0.0111111111111111,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260911,0.25,audit,0.0057142857142856,0,0.0666666666666667,1,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260911,0.5,audit,-0.0342857142857142,0,0.0444444444444445,1,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260911,0.75,audit,0.0257142857142856,1,0.0111111111111111,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260911,1.0,audit,0.0742857142857142,1,0.0444444444444445,1,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260923,0.25,heldout,-0.0228571428571428,0,0.0222222222222223,1,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260923,0.5,heldout,0.0114285714285714,0,0.0333333333333333,1,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260923,0.75,heldout,-0.0285714285714285,0,0.0555555555555555,1,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20260923,1.0,heldout,0.0542857142857142,1,0.0444444444444445,1,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20261007,0.25,audit,-0.0257142857142856,0,-0.0444444444444445,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20261007,0.5,audit,0.0457142857142857,1,-0.0666666666666666,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20261007,0.75,audit,0.0114285714285714,0,-0.0999999999999999,0,60,60
CASE,valence,subject,facial_emg,gpu_mlp,20261007,1.0,audit,-0.0599999999999999,0,-0.1444444444444445,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260813,0.25,heldout,0.0114285714285713,0,-0.0888888888888888,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260813,0.5,heldout,0.0599999999999999,1,-0.0222222222222222,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260813,0.75,heldout,0.0914285714285714,1,-0.0666666666666667,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260813,1.0,heldout,0.0657142857142857,1,0.0333333333333332,1,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260829,0.25,audit,0.0485714285714286,1,-0.0111111111111111,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260829,0.5,audit,0.0628571428571428,1,-0.0555555555555555,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260829,0.75,audit,0.0057142857142856,0,-0.0222222222222222,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260829,1.0,audit,-0.0314285714285713,0,-0.1111111111111111,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260911,0.25,heldout,-0.0142857142857142,0,-0.0333333333333333,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260911,0.5,heldout,0.0085714285714286,0,-0.0222222222222222,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260911,0.75,heldout,0.0142857142857143,0,-0.0888888888888889,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260911,1.0,heldout,0.02,1,0.0111111111111111,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260923,0.25,audit,-0.0514285714285714,0,0.0,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260923,0.5,audit,-0.0285714285714285,0,0.1444444444444443,1,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260923,0.75,audit,-0.0171428571428571,0,0.0444444444444444,1,60,60
CASE,valence,subject,facial_emg,linear_logistic,20260923,1.0,audit,0.0228571428571428,1,0.1444444444444443,1,60,60
CASE,valence,subject,facial_emg,linear_logistic,20261007,0.25,heldout,0.0285714285714285,1,-0.0666666666666666,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20261007,0.5,heldout,0.0342857142857143,1,-0.0111111111111111,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20261007,0.75,heldout,0.0057142857142856,0,0.0,0,60,60
CASE,valence,subject,facial_emg,linear_logistic,20261007,1.0,heldout,-0.0399999999999999,0,0.0,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260813,0.25,audit,-0.0428571428571428,0,-0.0777777777777778,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260813,0.5,audit,-0.0428571428571428,0,0.0,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260813,0.75,audit,-0.097142857142857,0,-0.0666666666666666,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260813,1.0,audit,-0.0485714285714284,0,-0.0777777777777778,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260829,0.25,heldout,0.0742857142857142,1,0.0,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260829,0.5,heldout,0.0257142857142855,1,0.0222222222222221,1,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260829,0.75,heldout,0.0199999999999999,0,0.011111111111111,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260829,1.0,heldout,0.0114285714285713,0,0.0,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260911,0.25,audit,0.0142857142857143,0,0.0111111111111111,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260911,0.5,audit,-0.0057142857142856,0,0.0111111111111111,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260911,0.75,audit,0.02,1,-0.011111111111111,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260911,1.0,audit,-0.0257142857142856,0,0.0,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260923,0.25,heldout,-0.0257142857142858,0,0.0222222222222222,1,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260923,0.5,heldout,-0.122857142857143,0,0.011111111111111,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260923,0.75,heldout,-0.0971428571428572,0,-0.0111111111111111,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20260923,1.0,heldout,-0.0628571428571429,0,0.011111111111111,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20261007,0.25,audit,0.0399999999999999,1,0.0,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20261007,0.5,audit,0.0314285714285713,1,-0.0555555555555555,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20261007,0.75,audit,0.0171428571428571,0,-0.011111111111111,0,60,60
CASE,valence,subject,wearable_core,gpu_mlp,20261007,1.0,audit,-0.0085714285714286,0,-0.0777777777777777,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260813,0.25,heldout,-0.0542857142857143,0,-0.0222222222222221,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260813,0.5,heldout,-0.122857142857143,0,-0.0222222222222221,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260813,0.75,heldout,-0.0942857142857143,0,-0.0666666666666666,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260813,1.0,heldout,-0.0885714285714286,0,-0.0666666666666666,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260829,0.25,audit,-0.0114285714285713,0,0.0222222222222222,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260829,0.5,audit,0.0142857142857142,0,0.011111111111111,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260829,0.75,audit,-0.0142857142857142,0,0.0333333333333333,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260829,1.0,audit,0.0,0,0.0333333333333333,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260911,0.25,heldout,0.06,1,0.0666666666666667,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260911,0.5,heldout,0.0828571428571429,1,0.0444444444444445,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260911,0.75,heldout,0.0257142857142858,1,0.0222222222222222,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260911,1.0,heldout,0.02,1,0.0,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260923,0.25,audit,-0.0257142857142858,0,0.0111111111111111,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260923,0.5,audit,-0.0257142857142858,0,0.0666666666666666,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260923,0.75,audit,0.0399999999999999,1,0.0777777777777778,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20260923,1.0,audit,0.0199999999999999,0,0.0111111111111111,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20261007,0.25,heldout,-0.0342857142857143,0,0.0222222222222222,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20261007,0.5,heldout,0.02,1,0.0,0,60,60
CASE,valence,subject,wearable_core,linear_logistic,20261007,0.75,heldout,-0.0142857142857143,0,0.0444444444444444,1,60,60
CASE,valence,subject,wearable_core,linear_logistic,20261007,1.0,heldout,-0.0428571428571429,0,0.0444444444444444,1,60,60
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260813,0.25,audit,-0.0777777777777777,0,0.0555555555555555,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260813,0.5,audit,-0.037037037037037,0,0.0040935672514619,0,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260813,0.75,audit,-0.0592592592592592,0,0.0333333333333333,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260813,1.0,audit,-0.0185185185185185,0,0.1011695906432748,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260923,0.25,heldout,0.0314814814814814,1,0.0304093567251462,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260923,0.5,heldout,0.0592592592592592,1,-0.0374269005847953,0,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260923,0.75,heldout,0.0185185185185184,0,0.0333333333333333,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20260923,1.0,heldout,0.0277777777777777,1,0.0181286549707602,0,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20261007,0.25,audit,0.0870370370370369,1,0.0596491228070175,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20261007,0.5,audit,0.1407407407407406,1,0.0596491228070175,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20261007,0.75,audit,0.0870370370370369,1,0.0859649122807018,1,64,64
CEAP,arousal,subject,cardiovascular,gpu_mlp,20261007,1.0,audit,0.1277777777777777,1,0.0485380116959064,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260813,0.25,heldout,-0.0777777777777777,0,0.0526315789473684,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260813,0.5,heldout,-0.0499999999999999,0,0.0040935672514619,0,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260813,0.75,heldout,-0.087037037037037,0,0.0859649122807018,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260813,1.0,heldout,-0.0407407407407406,0,0.0900584795321637,1,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260923,0.25,audit,0.0499999999999999,1,-0.0707602339181286,0,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260923,0.5,audit,0.0814814814814814,1,-0.0900584795321637,0,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260923,0.75,audit,0.0407407407407407,1,-0.0152046783625731,0,64,64
CEAP,arousal,subject,cardiovascular,linear_logistic,20260923,1.0,audit,0.0499999999999999,1,-0.0040935672514619,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260813,0.25,audit,-0.0277777777777777,0,-0.0789473684210526,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260813,0.5,audit,-0.0185185185185184,0,-0.0830409356725146,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260813,0.75,audit,0.0407407407407407,1,0.0333333333333333,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260813,1.0,audit,-0.05,0,-0.0152046783625731,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260911,0.25,audit,-0.0277777777777777,0,-0.0526315789473683,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260911,0.5,audit,0.0314814814814815,1,-0.0292397660818712,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260911,0.75,audit,-0.0499999999999999,0,-0.0666666666666666,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260911,1.0,audit,0.0,0,-0.1040935672514619,0,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260923,0.25,heldout,-0.0648148148148147,0,0.0789473684210526,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260923,0.5,heldout,-0.0277777777777776,0,0.0859649122807018,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260923,0.75,heldout,-0.1055555555555555,0,0.0900584795321637,1,64,64
CEAP,arousal,subject,electrodermal_thermal,gpu_mlp,20260923,1.0,heldout,-0.1370370370370369,0,0.0941520467836257,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260911,0.25,heldout,-0.1555555555555555,0,0.0596491228070175,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260911,0.5,heldout,-0.0092592592592593,0,0.0333333333333333,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260911,0.75,heldout,-0.0907407407407407,0,0.0263157894736841,1,64,64
CEAP,arousal,subject,electrodermal_thermal,linear_logistic,20260911,1.0,heldout,0.0185185185185184,0,-0.011111111111111,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260813,0.25,audit,0.0129629629629629,0,0.0,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260813,0.5,audit,0.0037037037037037,0,0.0970760233918128,1,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260813,0.75,audit,-0.0092592592592592,0,0.0707602339181286,1,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260813,1.0,audit,0.062962962962963,1,0.0596491228070175,1,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260829,0.25,heldout,0.0814814814814814,1,0.0526315789473684,1,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260829,0.5,heldout,-0.0462962962962963,0,0.0152046783625731,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260829,0.75,heldout,0.0407407407407407,1,0.0596491228070175,1,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260829,1.0,heldout,0.0222222222222222,1,0.0526315789473684,1,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260911,0.25,audit,-0.0277777777777777,0,-0.0526315789473684,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260911,0.5,audit,0.0407407407407407,1,-0.0304093567251462,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260911,0.75,audit,-0.0592592592592592,0,-0.0263157894736842,0,64,64
CEAP,arousal,subject,minimal_pair,gpu_mlp,20260911,1.0,audit,-0.0277777777777777,0,-0.008187134502924,0,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260813,0.25,heldout,0.0722222222222221,1,-0.0040935672514619,0,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260813,0.5,heldout,0.0722222222222221,1,0.0596491228070175,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260813,0.75,heldout,0.0129629629629629,0,0.104093567251462,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20260813,1.0,heldout,-0.0185185185185186,0,-0.011111111111111,0,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20261007,0.25,heldout,0.05,1,0.0485380116959064,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20261007,0.5,heldout,-0.0092592592592592,0,0.0859649122807018,1,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20261007,0.75,heldout,0.0,0,-0.007017543859649,0,64,64
CEAP,arousal,subject,minimal_pair,linear_logistic,20261007,1.0,heldout,-0.0185185185185184,0,-0.0789473684210526,0,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260813,0.25,audit,0.0592592592592593,1,-0.0040935672514619,0,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260813,0.5,audit,-0.0092592592592591,0,0.0333333333333333,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260813,0.75,audit,-0.0092592592592591,0,0.0859649122807017,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260813,1.0,audit,0.0685185185185185,1,0.1122807017543859,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260829,0.25,heldout,0.0499999999999999,1,0.0263157894736841,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260829,0.5,heldout,0.0685185185185185,1,0.0,0,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260829,0.75,heldout,0.0685185185185185,1,-0.019298245614035,0,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260829,1.0,heldout,0.1277777777777777,1,0.0152046783625731,0,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260911,0.25,audit,-0.0277777777777777,0,-0.023391812865497,0,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260911,0.5,audit,0.0314814814814815,1,0.0292397660818713,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260911,0.75,audit,0.05,1,-0.0040935672514619,0,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20260911,1.0,audit,0.0407407407407407,1,0.0029239766081871,0,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20261007,0.25,audit,0.0092592592592593,0,0.0374269005847953,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20261007,0.5,audit,-0.0092592592592592,0,0.0678362573099415,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20261007,0.75,audit,0.0407407407407407,1,0.023391812865497,1,64,64
CEAP,arousal,subject,wearable_all,gpu_mlp,20261007,1.0,audit,-0.0777777777777777,0,0.0485380116959064,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260813,0.25,heldout,0.0907407407407406,1,0.0859649122807017,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260813,0.5,heldout,0.0814814814814814,1,0.0181286549707602,0,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260813,0.75,heldout,0.0685185185185184,1,0.0818713450292397,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20260813,1.0,heldout,0.0407407407407406,1,0.0485380116959064,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20261007,0.25,heldout,0.0592592592592592,1,0.0444444444444444,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20261007,0.5,heldout,0.0685185185185185,1,0.1011695906432748,1,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20261007,0.75,heldout,0.1092592592592592,1,0.015204678362573,0,64,64
CEAP,arousal,subject,wearable_all,linear_logistic,20261007,1.0,heldout,0.05,1,0.0596491228070175,1,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260829,0.25,heldout,0.0015384615384614,0,0.0138888888888888,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260829,0.5,heldout,0.0415384615384615,1,-0.0436507936507937,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260829,0.75,heldout,-0.0112820512820512,0,-0.0337301587301588,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260829,1.0,heldout,0.0615384615384615,1,-0.0753968253968253,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260923,0.25,heldout,0.0656410256410255,1,0.0138888888888889,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260923,0.5,heldout,0.0528205128205128,1,-0.0178571428571429,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260923,0.75,heldout,0.0399999999999999,1,-0.0357142857142857,0,64,64
CEAP,valence,subject,cardiovascular,gpu_mlp,20260923,1.0,heldout,0.0399999999999999,1,0.0178571428571429,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260813,0.25,heldout,0.0,0,0.0079365079365079,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260813,0.5,heldout,-0.02,0,0.0674603174603174,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260813,0.75,heldout,-0.0328205128205127,0,0.0773809523809524,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260813,1.0,heldout,0.04,1,0.0277777777777777,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260829,0.25,audit,0.0528205128205129,1,0.0218253968253968,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260829,0.5,audit,0.04,1,0.0456349206349206,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260829,0.75,audit,0.0256410256410256,1,-0.0357142857142857,0,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20260829,1.0,audit,-0.0056410256410255,0,0.0317460317460318,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20261007,0.25,heldout,0.0456410256410256,1,0.0396825396825396,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20261007,0.5,heldout,0.0471794871794871,1,0.0218253968253968,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20261007,0.75,heldout,0.0728205128205128,1,0.0317460317460317,1,64,64
CEAP,valence,subject,cardiovascular,linear_logistic,20261007,1.0,heldout,0.0128205128205127,0,0.0416666666666666,1,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260829,0.25,heldout,-0.0271794871794871,0,0.0178571428571429,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260829,0.5,heldout,-0.0584615384615384,0,0.0138888888888888,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260829,0.75,heldout,-0.0143589743589743,0,-0.0119047619047619,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260829,1.0,heldout,-0.0184615384615384,0,0.0099206349206348,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260923,0.25,heldout,0.0128205128205128,0,0.0317460317460317,1,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260923,0.5,heldout,-0.0184615384615384,0,-0.0634920634920634,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260923,0.75,heldout,-0.0184615384615384,0,-0.0535714285714286,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20260923,1.0,heldout,0.0,0,0.0496031746031746,1,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20261007,0.25,audit,0.0056410256410256,0,0.0396825396825395,1,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20261007,0.5,audit,0.0312820512820513,1,0.0257936507936507,1,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20261007,0.75,audit,-0.0143589743589743,0,-0.003968253968254,0,64,64
CEAP,valence,subject,electrodermal_thermal,gpu_mlp,20261007,1.0,audit,-0.0543589743589744,0,0.0515873015873015,1,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260911,0.25,heldout,-0.0328205128205127,0,-0.0416666666666667,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260911,0.5,heldout,0.0,0,-0.0138888888888888,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260911,0.75,heldout,-0.0328205128205127,0,-0.0734126984126983,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260911,1.0,heldout,-0.0456410256410256,0,-0.0773809523809523,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260923,0.25,audit,0.0184615384615383,0,-0.0039682539682539,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260923,0.5,audit,-0.0528205128205129,0,-0.0634920634920633,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260923,0.75,audit,-0.02,0,-0.0496031746031745,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20260923,1.0,audit,-0.0071794871794872,0,0.0317460317460317,1,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20261007,0.25,heldout,0.0128205128205127,0,0.0277777777777779,1,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20261007,0.5,heldout,0.0399999999999999,1,0.0595238095238095,1,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20261007,0.75,heldout,0.0056410256410255,0,-0.0357142857142857,0,64,64
CEAP,valence,subject,electrodermal_thermal,linear_logistic,20261007,1.0,heldout,0.0128205128205127,0,0.0773809523809524,1,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260923,0.25,heldout,0.0271794871794872,1,0.0,0,64,64
CEAP,valence,subject,minimal_pair,gpu_mlp,20260923,0.5,heldout,0.0199999999999999,0,-0.0595238095238094,0,64,64
