dataset,task,representation,n_features,model,split_seed,exposure_effect,axis,metadata_prior_opportunity,label_opportunity,conditional_label_entropy,identity_rate_std,identity_probe_balanced_accuracy,identity_probe_chance,encoding_margin,n_rows,n_subjects,n_repeated_units,repeated_measure_completeness,positive_fraction,class_balance,source,nominal_dose,achieved_dose,unseen_balanced_accuracy,dose_balanced_accuracy,opportunity_min,opportunity_max,opportunity_encoding_interaction,model_capacity,log_n_rows
DEAP,arousal,relative_power,24,gpu_mlp,20260813,0.0106983288116105,stimulus,0.0581275252439017,0.0183785517653513,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.5179927585198334,0.528691087331444,0.0183785517653513,0.1329980202959666,0.0002440901406335719,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260813,0.0178818166231303,stimulus,0.1017605407877063,0.0470636251402684,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2503015679079906,0.5179927585198334,0.5358745751429638,0.0183785517653513,0.1329980202959666,0.0006250637713941895,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260813,-0.0028088471119807,stimulus,0.1343130079352328,0.0756856063210614,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.5000349786650485,0.5179927585198334,0.5151839114078527,0.0183785517653513,0.1329980202959666,0.0010051994589515966,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260813,0.0182146423132394,stimulus,0.1125903846336314,0.1041881999922718,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7491244023206395,0.5179927585198334,0.5362074008330728,0.0183785517653513,0.1329980202959666,0.0013837495311473597,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260813,0.0076474266522778,stimulus,0.1241450361815268,0.1329980202959666,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5179927585198334,0.5256401851721112,0.0183785517653513,0.1329980202959666,0.0017663799570558061,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260829,0.0078693104456838,stimulus,0.0757393100540453,0.0203016194731202,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.513060886930036,0.5209301973757199,0.0203016194731202,0.1433640780443945,0.00038858568522769126,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260829,0.0125112202600073,stimulus,0.1129886323465651,0.0511046196434454,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2503834412594001,0.513060886930036,0.5255721071900434,0.0203016194731202,0.1433640780443945,0.0009781743603628219,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260829,0.0103453318675554,stimulus,0.1416068563228686,0.0819289808538582,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.5007525745547744,0.513060886930036,0.5234062187975915,0.0203016194731202,0.1433640780443945,0.0015681718991558795,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260829,0.0032047079706709,stimulus,0.1316342021073405,0.1120616311976752,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.746233801063261,0.513060886930036,0.516265594900707,0.0203016194731202,0.1433640780443945,0.0021449296596430015,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260829,0.0096595092333914,stimulus,0.1354504320856821,0.1433640780443945,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.513060886930036,0.5227203961634275,0.0203016194731202,0.1433640780443945,0.002744078056318488,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260911,0.0220169236820606,stimulus,0.0739834577001834,0.0219533985536672,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.5024054220330607,0.5244223457151214,0.0219533985536672,0.1420896655398121,0.0003687484913311287,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260911,0.0220396163427498,stimulus,0.1198063331095963,0.0519547832684417,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2497425658308612,0.5024054220330607,0.5244450383758106,0.0219533985536672,0.1420896655398121,0.0008726780002121064,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260911,0.0141476132363768,stimulus,0.1085002592972606,0.0820368644540381,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.5002145010629822,0.5024054220330607,0.5165530352694375,0.0219533985536672,0.1420896655398121,0.0013779629576264208,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260911,0.0112303456344362,stimulus,0.1405207692880818,0.1112041701103909,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7447903252349722,0.5024054220330607,0.513635767667497,0.0219533985536672,0.1420896655398121,0.0018678825448229716,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260911,0.0163135016288287,stimulus,0.134236263204894,0.1420896655398121,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5024054220330607,0.5187189236618894,0.0219533985536672,0.1420896655398121,0.0023866623508640304,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260923,0.0084240199291988,stimulus,0.0912797146290695,0.0237544686605571,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.4852749846194188,0.4936990045486177,0.0237544686605571,0.1398524382972415,0.00023197723301325284,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260923,0.0050856774011356,stimulus,0.1142395397647919,0.0527464909176833,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2497422941067696,0.4852749846194188,0.4903606620205545,0.0237544686605571,0.1398524382972415,0.0005151024503680007,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260923,0.0082248287964821,stimulus,0.1160809461224999,0.0817956677915635,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.4997955325763207,0.4852749846194188,0.493499813415901,0.0237544686605571,0.1398524382972415,0.000798785818276987,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260923,0.0047099877963913,stimulus,0.1243812212039581,0.1107183696392992,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7491268699855873,0.4852749846194188,0.4899849724158102,0.0237544686605571,0.1398524382972415,0.0010812340785087808,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20260923,0.0136408104809835,stimulus,0.1352343835383949,0.1398524382972415,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.4852749846194188,0.4989157951004024,0.0237544686605571,0.1398524382972415,0.0013657464677464986,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20261007,0.0100805841595142,stimulus,0.0883326844397262,0.0204250547660158,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.5189861927766739,0.5290667769361882,0.0204250547660158,0.1414603408294579,0.00033509855475494666,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20261007,0.0093292049500257,stimulus,0.1097039372696054,0.0506598219271452,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2497904404419383,0.5189861927766739,0.5283153977266997,0.0204250547660158,0.1414603408294579,0.0008311377034922259,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20261007,0.0087543242125647,stimulus,0.1176598700121125,0.0808546957691027,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.4993781847897223,0.5189861927766739,0.5277405169892386,0.0204250547660158,0.1414603408294579,0.001326522352461841,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20261007,-0.0001764984720274,stimulus,0.1078182398953071,0.1111659340818882,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7496363276123738,0.5189861927766739,0.5188096943046464,0.0204250547660158,0.1414603408294579,0.0018238161060309779,4.0,7.154615356913663
DEAP,arousal,relative_power,24,gpu_mlp,20261007,0.0175086484251294,stimulus,0.1244676462637616,0.1414603408294579,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5189861927766739,0.5364948412018034,0.0204250547660158,0.1414603408294579,0.0023208337167332934,4.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260813,-0.0008282821151576,stimulus,0.1352558219281702,0.04672066379954461,0.8627342166631488,0.16809064725526465,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.0006205088160877017,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260813,0.0013262599469496,stimulus,0.0581275252439017,0.0183785517653513,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.5317419894907767,0.5330682494377263,0.0183785517653513,0.1329980202959666,0.0002440901406335719,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260813,0.0024533287611824,stimulus,0.1017605407877063,0.0470636251402684,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2503015679079906,0.5317419894907767,0.5341953182519591,0.0183785517653513,0.1329980202959666,0.0006250637713941895,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260813,-0.000574880737461,stimulus,0.1343130079352328,0.0756856063210614,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.5000349786650485,0.5317419894907767,0.5311671087533156,0.0183785517653513,0.1329980202959666,0.0010051994589515966,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260813,0.006742241631451,stimulus,0.1125903846336314,0.1041881999922718,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7491244023206395,0.5317419894907767,0.5384842311222278,0.0183785517653513,0.1329980202959666,0.0013837495311473597,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260813,0.0120472814192493,stimulus,0.1241450361815268,0.1329980202959666,,,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5317419894907767,0.543789270910026,0.0183785517653513,0.1329980202959666,0.0017663799570558061,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260829,0.002000736250769,stimulus,0.1403616705832517,0.051759898211017195,0.8619930530490314,0.17866882829707684,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.000990716801695251,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260829,0.0004639388407581,stimulus,0.0757393100540453,0.0203016194731202,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.5367595889098445,0.5372235277506027,0.0203016194731202,0.1433640780443945,0.00038858568522769126,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260829,0.0043544694455931,stimulus,0.1129886323465651,0.0511046196434454,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2503834412594001,0.5367595889098445,0.5411140583554377,0.0203016194731202,0.1433640780443945,0.0009781743603628219,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260829,-0.0042662202095792,stimulus,0.1416068563228686,0.0819289808538582,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.5007525745547744,0.5367595889098445,0.5324933687002653,0.0203016194731202,0.1433640780443945,0.0015681718991558795,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260829,0.0018128914483969,stimulus,0.1316342021073405,0.1120616311976752,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.746233801063261,0.5367595889098445,0.5385724803582415,0.0203016194731202,0.1433640780443945,0.0021449296596430015,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260829,-0.00161370031568,stimulus,0.1354504320856821,0.1433640780443945,,,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5367595889098445,0.5351458885941645,0.0203016194731202,0.1433640780443945,0.002744078056318488,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260911,0.0013590382346118,stimulus,0.1347691904267228,0.05221623661870464,0.8627177804053768,0.17797634501234127,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.0008770695994548043,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260911,0.0008396284455023,stimulus,0.0739834577001834,0.0219533985536672,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.5297954634849875,0.5306350919304899,0.0219533985536672,0.1420896655398121,0.0003687484913311287,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260911,-0.0003983822654334,stimulus,0.1198063331095963,0.0519547832684417,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2497425658308612,0.5297954634849875,0.5293970812195541,0.0219533985536672,0.1420896655398121,0.0008726780002121064,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260911,-0.0043771621062822,stimulus,0.1085002592972606,0.0820368644540381,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.5002145010629822,0.5297954634849875,0.5254183013787053,0.0219533985536672,0.1420896655398121,0.0013779629576264208,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260911,-0.001149761474922,stimulus,0.1405207692880818,0.1112041701103909,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7447903252349722,0.5297954634849875,0.5286457020100654,0.0219533985536672,0.1420896655398121,0.0018678825448229716,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260911,0.0036913394721183,stimulus,0.134236263204894,0.1420896655398121,,,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5297954634849875,0.5334868029571058,0.0219533985536672,0.1420896655398121,0.0023866623508640304,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260923,0.0142257768454175,stimulus,0.1414004901614709,0.05333766586397653,0.8611313093854998,0.18030213782006244,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.0005208756432028956,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260923,0.0013035672862603,stimulus,0.0912797146290695,0.0237544686605571,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.5088829159564704,0.5101864832427307,0.0237544686605571,0.1398524382972415,0.00023197723301325284,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260923,0.0053050397877985,stimulus,0.1142395397647919,0.0527464909176833,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2497422941067696,0.5088829159564704,0.5141879557442689,0.0237544686605571,0.1398524382972415,0.0005151024503680007,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260923,0.0006631299734748,stimulus,0.1160809461224999,0.0817956677915635,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.4997955325763207,0.5088829159564704,0.5095460459299452,0.0237544686605571,0.1398524382972415,0.000798785818276987,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260923,-0.0013262599469495,stimulus,0.1243812212039581,0.1107183696392992,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7491268699855873,0.5088829159564704,0.5075566560095208,0.0237544686605571,0.1398524382972415,0.0010812340785087808,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20260923,0.0069414327641678,stimulus,0.1352343835383949,0.1398524382972415,,,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5088829159564704,0.5158243487206382,0.0237544686605571,0.1398524382972415,0.0013657464677464986,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0149317707335276,stimulus,0.1420636201349456,0.05091622858642223,0.8615195665880228,0.17699883121603602,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.0008353443752459896,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0178389527084951,stimulus,0.0883326844397262,0.0204250547660158,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.5233633548829563,0.5412023075914514,0.0204250547660158,0.1414603408294579,0.00033509855475494666,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0132852921301852,stimulus,0.1097039372696054,0.0506598219271452,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2497904404419383,0.5233633548829563,0.5366486470131415,0.0204250547660158,0.1414603408294579,0.0008311377034922259,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0186130245786729,stimulus,0.1176598700121125,0.0808546957691027,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.4993781847897223,0.5233633548829563,0.5419763794616292,0.0204250547660158,0.1414603408294579,0.001326522352461841,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0146115520771349,stimulus,0.1078182398953071,0.1111659340818882,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7496363276123738,0.5233633548829563,0.5379749069600912,0.0204250547660158,0.1414603408294579,0.0018238161060309779,1.0,7.154615356913663
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0188122157113898,stimulus,0.1244676462637616,0.1414603408294579,,,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5233633548829563,0.5421755705943461,0.0204250547660158,0.1414603408294579,0.0023208337167332934,1.0,7.154615356913663
DEAP,arousal,relative_power,24,rbf_svm,20260813,-0.0065090115077005,stimulus,0.1352558219281702,0.04672066379954461,0.8627342166631488,0.16809064725526465,0.03828125,0.025,0.013281249999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.0006205088160877017,2.0,7.154615356913663
DEAP,arousal,relative_power,24,rbf_svm,20260829,0.0040783754072071,stimulus,0.1403616705832517,0.051759898211017195,0.8619930530490314,0.17866882829707684,0.044140625,0.025,0.019140624999999998,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.000990716801695251,2.0,7.154615356913663
DEAP,arousal,relative_power,24,rbf_svm,20260911,0.0046318241873505,stimulus,0.1347691904267228,0.05221623661870464,0.8627177804053768,0.17797634501234127,0.041796875,0.025,0.016796874999999996,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.0008770695994548043,2.0,7.154615356913663
DEAP,arousal,relative_power,24,rbf_svm,20260923,0.0331035491321318,stimulus,0.1414004901614709,0.05333766586397653,0.8611313093854998,0.18030213782006244,0.034765624999999994,0.025,0.009765624999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.0005208756432028956,2.0,7.154615356913663
DEAP,arousal,relative_power,24,rbf_svm,20261007,0.0086093433248277,stimulus,0.1420636201349456,0.05091622858642223,0.8615195665880228,0.17699883121603602,0.04140625,0.025,0.016406249999999997,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.0008353443752459896,2.0,7.154615356913663
DEAP,arousal,absolute_power,24,linear_logistic,20260813,0.0294222952869864,subject,0.0584361226815665,0.03902024677146683,0.9002334491865429,0.14453056161948563,0.801953125,0.03125,0.770703125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.030073026125040647,1.0,7.154615356913663
DEAP,arousal,absolute_power,24,linear_logistic,20260829,0.0732241732307288,subject,0.0766507649948059,0.038004362594896215,0.9027964853766707,0.14811799846476925,0.798828125,0.03125,0.767578125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.02917131738241057,1.0,7.154615356913663
DEAP,arousal,absolute_power,24,linear_logistic,20260911,0.0361973152060997,subject,0.0722736028885235,0.03859626070366664,0.9001855915408367,0.14629219902133897,0.8,0.03125,0.76875,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.02967087541594373,1.0,7.154615356913663
DEAP,arousal,absolute_power,24,linear_logistic,20260923,0.0457320148057002,subject,0.079192342992002,0.035680925390738964,0.8998479800949465,0.13642790918433192,0.792578125,0.03125,0.761328125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.027164892025996187,1.0,7.154615356913663
DEAP,arousal,absolute_power,24,linear_logistic,20261007,0.0721500539581043,subject,0.0690462022571632,0.038420131008690524,0.9001929237870072,0.14685799565927402,0.805078125,0.03125,0.773828125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.029730577940709345,1.0,7.154615356913663
DEAP,arousal,absolute_power,24,rbf_svm,20260813,0.0587563413379592,subject,0.0584361226815665,0.03902024677146683,0.9002334491865429,0.14453056161948563,0.801953125,0.03125,0.770703125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.030073026125040647,2.0,7.154615356913663
DEAP,arousal,absolute_power,24,rbf_svm,20260829,0.0644383314338736,subject,0.0766507649948059,0.038004362594896215,0.9027964853766707,0.14811799846476925,0.798828125,0.03125,0.767578125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.02917131738241057,2.0,7.154615356913663
DEAP,arousal,absolute_power,24,rbf_svm,20260911,0.0689907313088117,subject,0.0722736028885235,0.03859626070366664,0.9001855915408367,0.14629219902133897,0.8,0.03125,0.76875,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.02967087541594373,2.0,7.154615356913663
DEAP,arousal,absolute_power,24,rbf_svm,20260923,0.0923074401670179,subject,0.079192342992002,0.035680925390738964,0.8998479800949465,0.13642790918433192,0.792578125,0.03125,0.761328125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.027164892025996187,2.0,7.154615356913663
DEAP,arousal,absolute_power,24,rbf_svm,20261007,0.1021812689735857,subject,0.0690462022571632,0.038420131008690524,0.9001929237870072,0.14685799565927402,0.805078125,0.03125,0.773828125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.029730577940709345,2.0,7.154615356913663
DEAP,arousal,all,72,extra_trees,20260813,0.0683742473600871,subject,0.0584361226815665,0.03902024677146683,0.9002334491865429,0.14453056161948563,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.034721922713047436,3.0,7.154615356913663
DEAP,arousal,all,72,extra_trees,20260829,0.080190820062329,subject,0.0766507649948059,0.038004362594896215,0.9027964853766707,0.14811799846476925,0.915625,0.03125,0.884375,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.03361010816986134,3.0,7.154615356913663
DEAP,arousal,all,72,extra_trees,20260911,0.1075102621254451,subject,0.0722736028885235,0.03859626070366664,0.9001855915408367,0.14629219902133897,0.911328125,0.03125,0.880078125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.03396772475209412,3.0,7.154615356913663
DEAP,arousal,all,72,extra_trees,20260923,0.1106015067926697,subject,0.079192342992002,0.035680925390738964,0.8998479800949465,0.13642790918433192,0.91328125,0.03125,0.88203125,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.03147169122355023,3.0,7.154615356913663
DEAP,arousal,all,72,extra_trees,20261007,0.0759548567336689,subject,0.0690462022571632,0.038420131008690524,0.9001929237870072,0.14685799565927402,0.9144531250000001,0.03125,0.8832031250000001,1280,32,40,1.0,0.5890625,0.8218749999999999,observational_factorial,,,,,,,0.03393277976978488,3.0,7.154615356913663
DEAP,arousal,all,72,gpu_mlp,20260813,0.0390162479450534,subject,0.0492670681429953,0.0131108129825088,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.0,0.0,0.4933434861978195,0.532359734142873,0.0131108129825088,0.1124653171134664,0.011666574989904316,4.0,7.154615356913663
DEAP,arousal,all,72,gpu_mlp,20260813,0.0337994573932688,subject,0.0644246145346276,0.0379342309283137,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2498568920110395,0.4933434861978195,0.5271429435910884,0.0131108129825088,0.1124653171134664,0.03375553830261665,4.0,7.154615356913663
DEAP,arousal,all,72,gpu_mlp,20260813,0.0600599086242196,subject,0.061002066430879,0.0628947724372778,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.5009287084465756,0.4933434861978195,0.5534033948220392,0.0131108129825088,0.1124653171134664,0.05596652016098392,4.0,7.154615356913663
