dataset,task,representation,n_features,model,split_seed,exposure_effect,axis,metadata_prior_opportunity,label_opportunity,conditional_label_entropy,identity_rate_std,identity_probe_balanced_accuracy,identity_probe_chance,encoding_margin,n_rows,n_subjects,n_repeated_units,repeated_measure_completeness,positive_fraction,class_balance,source,nominal_dose,achieved_dose,unseen_balanced_accuracy,dose_balanced_accuracy,opportunity_min,opportunity_max,opportunity_encoding_interaction,model_capacity,log_n_rows,dose_zero_exposure_effect,dose_zero_label_opportunity,dose_zero_metadata_prior_opportunity,dose_induced_amplification,opportunity_delta,metadata_prior_delta,dose_encoding_interaction,material_optimism_event,risk_row_id
DEAP,arousal,relative_power,24,linear_logistic,20260911,0.0224153059474943,subject,0.0894910512446965,0.091104319889083,,,0.630859375,0.03125,0.599609375,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7498711083123482,0.5297954634849875,0.5522107694324818,0.0126240897781276,0.1174446589850672,0.05462700430849313,1.0,7.154615356913663,0.0010615122389083,0.0126240897781276,0.0548379274568029,0.021353793708586002,0.07848023011095541,0.0346531237878936,0.047057481726686154,1,110
DEAP,arousal,relative_power,24,linear_logistic,20260911,0.0263058365523293,subject,0.0889609573105153,0.1174446589850672,,,0.630859375,0.03125,0.599609375,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5297954634849875,0.5561013000373168,0.0126240897781276,0.1174446589850672,0.07042091857112429,1.0,7.154615356913663,0.0010615122389083,0.0126240897781276,0.0548379274568029,0.025244324313421,0.1048205692069396,0.0341230298537124,0.0628513959893173,1,111
DEAP,arousal,relative_power,24,linear_logistic,20260923,0.0107437141329891,subject,0.052702406108427,0.0366050602487406,,,0.63828125,0.03125,0.60703125,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2503427494251778,0.5088829159564704,0.5196266300894595,0.0115940881270749,0.1114964861241677,0.022220415479118318,1.0,7.154615356913663,0.01394842210366,0.0115940881270749,0.0544230136822242,-0.003204707970670899,0.025010972121665698,-0.0017206075737972032,0.015182441670729881,0,112
DEAP,arousal,relative_power,24,linear_logistic,20260923,0.011981724843925,subject,0.0586895313033368,0.0615519706342296,,,0.63828125,0.03125,0.60703125,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.4999943147562614,0.5088829159564704,0.5208646408003954,0.0115940881270749,0.1114964861241677,0.03736396967405969,1.0,7.154615356913663,0.01394842210366,0.0115940881270749,0.0544230136822242,-0.001966697259734999,0.049957882507154695,0.004266517621112603,0.03032599586567125,0,113
DEAP,arousal,relative_power,24,linear_logistic,20260923,0.0183482768706316,subject,0.0789325997367781,0.0861475285136236,,,0.63828125,0.03125,0.60703125,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7456613574215292,0.5088829159564704,0.5272311928271021,0.0115940881270749,0.1114964861241677,0.052294241918035576,1.0,7.154615356913663,0.01394842210366,0.0115940881270749,0.0544230136822242,0.0043998547669716025,0.07455344038654871,0.024509586054553903,0.04525626810964715,0,114
DEAP,arousal,relative_power,24,linear_logistic,20260923,0.0079802523423868,subject,0.0588081553687957,0.1114964861241677,,,0.63828125,0.03125,0.60703125,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5088829159564704,0.5168631682988573,0.0115940881270749,0.1114964861241677,0.06768185134256118,1.0,7.154615356913663,0.01394842210366,0.0115940881270749,0.0544230136822242,-0.0059681697612732,0.0999023979970928,0.004385141686571503,0.06064387753417274,0,115
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0128440459501165,subject,0.0874741650738292,0.0381532167767122,,,0.640234375,0.03125,0.608984375,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.25,0.2503886555990415,0.5233633548829563,0.5362074008330728,0.0117336164553045,0.1172610494604619,0.023234712873005593,1.0,7.154615356913663,0.0169337676876683,0.0117336164553045,0.0325605615180068,-0.0040897217375518,0.0264196003214077,0.0549136035558224,0.016089123789482268,0,116
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0300198686851368,subject,0.0826103726744643,0.0645006045419157,,,0.640234375,0.03125,0.608984375,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.5,0.5002646601890488,0.5233633548829563,0.5533832235680931,0.0117336164553045,0.1172610494604619,0.039279860344080694,1.0,7.154615356913663,0.0169337676876683,0.0117336164553045,0.0325605615180068,0.0130861009974685,0.0527669880866112,0.050049811156457506,0.032134271260557366,0,117
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0326723885790359,subject,0.0872582986269332,0.090979186777726,,,0.640234375,0.03125,0.608984375,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,0.75,0.7510836816523201,0.5233633548829563,0.5560357434619922,0.0117336164553045,0.1172610494604619,0.055404903197841734,1.0,7.154615356913663,0.0169337676876683,0.0117336164553045,0.0325605615180068,0.0157386208913676,0.0792455703224215,0.0546977371089264,0.048259314114318407,0,118
DEAP,arousal,relative_power,24,linear_logistic,20261007,0.0295105445230002,subject,0.0917575348080217,0.1172610494604619,,,0.640234375,0.03125,0.608984375,1280,32,40,1.0,0.5890625,0.8218749999999999,counterfactual_dose,1.0,1.0,0.5233633548829563,0.5528738994059565,0.0117336164553045,0.1172610494604619,0.07141014691752348,1.0,7.154615356913663,0.0169337676876683,0.0117336164553045,0.0325605615180068,0.012576776835331899,0.10552743300515739,0.05919697329001491,0.06426455783400015,0,119
DEAP,valence,all,72,gpu_mlp,20260813,0.0322300170912992,subject,0.0328933109392397,0.0209744455560002,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2499729218828634,0.4924082833180969,0.5246383004093962,0.0028159470883091,0.0754765680387855,0.01866397928772205,4.0,7.154615356913663,0.0094896458523788,0.0028159470883091,-0.0031047821971308,0.0227403712389204,0.0181584984676911,0.0359980931363705,0.016158226370859504,1,120
DEAP,valence,all,72,gpu_mlp,20260813,0.0205393696092849,subject,0.030238915593215,0.039123555219364,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.4996402395124553,0.4924082833180969,0.5129476529273819,0.0028159470883091,0.0754765680387855,0.03481385108973093,4.0,7.154615356913663,0.0094896458523788,0.0028159470883091,-0.0031047821971308,0.0110497237569061,0.036307608131054894,0.0333436977903458,0.03230809817286838,0,121
DEAP,valence,all,72,gpu_mlp,20260813,0.0026332525140109,subject,0.0358334161886138,0.0565827953888861,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7422349087305308,0.4924082833180969,0.4950415358321078,0.0028159470883091,0.0754765680387855,0.05034984683432912,4.0,7.154615356913663,0.0094896458523788,0.0028159470883091,-0.0031047821971308,-0.006856393338367899,0.053766848300577,0.038938198385744596,0.047844093917466565,0,122
DEAP,valence,all,72,gpu_mlp,20260813,0.012172582376088,subject,0.0322068210905434,0.0754765680387855,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.4924082833180969,0.504580865694185,0.0028159470883091,0.0754765680387855,0.06716235234076304,4.0,7.154615356913663,0.0094896458523788,0.0028159470883091,-0.0031047821971308,0.0026829365237092014,0.0726606209504764,0.0353116032876742,0.0646565994239005,0,123
DEAP,valence,all,72,gpu_mlp,20260829,-0.006940856154855,subject,0.0241157717268078,0.0188812378624406,,,0.915625,0.03125,0.884375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2502379253424993,0.4950266306291982,0.4880857744743432,0.0024598495437352,0.0681153721242294,0.016698094734595905,4.0,7.154615356913663,-0.0137823442903135,0.0024598495437352,0.0058514252410852,0.006841488135458501,0.0164213883187054,0.0182643464857226,0.01452266529435509,0,124
DEAP,valence,all,72,gpu_mlp,20260829,0.0093753726300728,subject,0.0033586040155094,0.0353313205548277,,,0.915625,0.03125,0.884375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.5007723664085064,0.4950266306291982,0.5044020032592711,0.0024598495437352,0.0681153721242294,0.031246136615675744,4.0,7.154615356913663,-0.0137823442903135,0.0024598495437352,0.0058514252410852,0.0231577169203863,0.032871471011092494,-0.0024928212255758,0.029070707175434925,1,125
DEAP,valence,all,72,gpu_mlp,20260829,0.0023898008664891,subject,0.0213824221683907,0.0504944655335732,,,0.915625,0.03125,0.884375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7350515810401548,0.4950266306291982,0.4974164314956874,0.0024598495437352,0.0681153721242294,0.0446560429562538,4.0,7.154615356913663,-0.0137823442903135,0.0024598495437352,0.0058514252410852,0.0161721451568026,0.048034615989838,0.015530996927305498,0.04248061351601298,0,126
DEAP,valence,all,72,gpu_mlp,20260829,-0.004193330418538,subject,0.0253060628003875,0.0681153721242294,,,0.915625,0.03125,0.884375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.4950266306291982,0.4908333002106602,0.0024598495437352,0.0681153721242294,0.060239532222365375,4.0,7.154615356913663,-0.0137823442903135,0.0024598495437352,0.0058514252410852,0.009589013871775501,0.0656555225804942,0.0194546375593023,0.05806410278212456,0,127
DEAP,valence,all,72,gpu_mlp,20260911,0.0084760920545331,subject,0.0130495025185526,0.0199863407201609,,,0.911328125,0.03125,0.880078125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2495987043005631,0.4931287014587225,0.5016047935132557,0.0027657848269967,0.0717150046310113,0.017589541266610356,4.0,7.154615356913663,0.0275249413728685,0.0027657848269967,-0.0059605093414125,-0.0190488493183354,0.0172205558931642,0.0190100118599651,0.015155434541913652,0,128
DEAP,valence,all,72,gpu_mlp,20260911,0.0283596327358003,subject,0.0096698548483843,0.0372119076295814,,,0.911328125,0.03125,0.880078125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.4995593800000685,0.4931287014587225,0.5214883341945229,0.0027657848269967,0.0717150046310113,0.0327493858943152,4.0,7.154615356913663,0.0275249413728685,0.0027657848269967,-0.0059605093414125,0.0008346913629317977,0.0344461228025847,0.0156303641897968,0.030315279169618493,0,129
DEAP,valence,all,72,gpu_mlp,20260911,0.0194463213959218,subject,0.001066178309827,0.053810804077882,,,0.911328125,0.03125,0.880078125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7416060208639793,0.4931287014587225,0.5125750228546444,0.0027657848269967,0.0717150046310113,0.04735771155760475,4.0,7.154615356913663,0.0275249413728685,0.0027657848269967,-0.0059605093414125,-0.0080786199769467,0.0510450192508853,0.0070266876512395,0.04492360483290805,0,130
DEAP,valence,all,72,gpu_mlp,20260911,0.042459954688183,subject,0.010553028869582,0.0717150046310113,,,0.911328125,0.03125,0.880078125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.4931287014587225,0.5355886561469057,0.0027657848269967,0.0717150046310113,0.06311480681002675,4.0,7.154615356913663,0.0275249413728685,0.0027657848269967,-0.0059605093414125,0.014935013315314497,0.0689492198040146,0.0165135382109945,0.06068070008533004,0,131
DEAP,valence,all,72,gpu_mlp,20260923,0.0174241822012003,subject,0.0081438548128095,0.0209774598028625,,,0.91328125,0.03125,0.88203125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.249912336992291,0.4865306649707858,0.5039548471719861,0.0028164612131075,0.075492083481796,0.018502775091743563,4.0,7.154615356913663,0.0009638697881473,0.0028164612131075,0.0016218607838818,0.016460312413053,0.018160998589755,0.006521994028927699,0.01601856828736984,0,132
DEAP,valence,all,72,gpu_mlp,20260923,0.0241364919114432,subject,0.0366921646250727,0.0392035943219379,,,0.91328125,0.03125,0.88203125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.5006307840912296,0.4865306649707858,0.5106671568822291,0.0028164612131075,0.075492083481796,0.03457879530427179,4.0,7.154615356913663,0.0009638697881473,0.0028164612131075,0.0016218607838818,0.0231726221232959,0.0363871331088304,0.0350703038411909,0.03209458849989806,1,133
DEAP,valence,all,72,gpu_mlp,20260923,0.0124309392265193,subject,0.0228518061337626,0.056520258304226,,,0.91328125,0.03125,0.88203125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7411923599308257,0.4865306649707858,0.4989616041973051,0.0028164612131075,0.075492083481796,0.049852634082399344,4.0,7.154615356913663,0.0009638697881473,0.0028164612131075,0.0016218607838818,0.011467069438372,0.0537037970911185,0.0212299453498808,0.047368427278025614,0,134
DEAP,valence,all,72,gpu_mlp,20260923,0.0268194284351525,subject,0.0176680673606448,0.075492083481796,,,0.91328125,0.03125,0.88203125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.4865306649707858,0.5133500934059383,0.0028164612131075,0.075492083481796,0.06658637675855288,4.0,7.154615356913663,0.0009638697881473,0.0028164612131075,0.0016218607838818,0.0258555586470052,0.0726756222686885,0.016046206576763002,0.06410216995417915,1,135
DEAP,valence,all,72,gpu_mlp,20261007,0.016460312413053,subject,0.0224212639544474,0.0209163690629879,,,0.9144531250000001,0.03125,0.8832031250000001,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2500027314661849,0.486257402917445,0.502717715330498,0.0036367940050801,0.0727693948914015,0.018473402520084236,4.0,7.154615356913663,0.0145325728367582,0.0036367940050801,0.0040597943064736,0.0019277395762947996,0.017279575057907802,0.018361469647973798,0.015261374689816228,0,136
DEAP,valence,all,72,gpu_mlp,20261007,0.0085903652768393,subject,0.0203995367042508,0.0382282735165877,,,0.9144531250000001,0.03125,0.8832031250000001,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.5003264698555798,0.486257402917445,0.4948477681942843,0.0036367940050801,0.0727693948914015,0.033763330633205,4.0,7.154615356913663,0.0145325728367582,0.0036367940050801,0.0040597943064736,-0.005942207559918899,0.0345914795115076,0.016339742397777197,0.03055130280293699,0,137
DEAP,valence,all,72,gpu_mlp,20261007,0.0524166302317262,subject,0.0335557087726282,0.0552451189017264,,,0.9144531250000001,0.03125,0.8832031250000001,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7508598955068633,0.486257402917445,0.5386740331491713,0.0036367940050801,0.0727693948914015,0.048792661655001325,4.0,7.154615356913663,0.0145325728367582,0.0036367940050801,0.0040597943064736,0.037884057394968,0.051608324896646296,0.0294959144661546,0.04558063382473331,1,138
DEAP,valence,all,72,gpu_mlp,20261007,0.0349924480305259,subject,0.0319782131501178,0.0727693948914015,,,0.9144531250000001,0.03125,0.8832031250000001,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.486257402917445,0.5212498509479709,0.0036367940050801,0.0727693948914015,0.06427015697244484,4.0,7.154615356913663,0.0145325728367582,0.0036367940050801,0.0040597943064736,0.0204598751937677,0.0691326008863214,0.027918418843644197,0.06105812914217683,1,139
DEAP,valence,all,72,linear_logistic,20260813,0.0226260980166143,subject,0.0328933109392397,0.0209744455560002,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2499729218828634,0.4939633928216543,0.5165894908382687,0.0028159470883091,0.0754765680387855,0.01866397928772205,1.0,7.154615356913663,0.0092809730116459,0.0028159470883091,-0.0031047821971308,0.013345125004968402,0.0181584984676911,0.0359980931363705,0.016158226370859504,0,140
DEAP,valence,all,72,linear_logistic,20260813,0.0148853293056163,subject,0.030238915593215,0.039123555219364,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.4996402395124553,0.4939633928216543,0.5088487221272706,0.0028159470883091,0.0754765680387855,0.03481385108973093,1.0,7.154615356913663,0.0092809730116459,0.0028159470883091,-0.0031047821971308,0.005604356293970401,0.036307608131054894,0.0333436977903458,0.03230809817286838,0,141
DEAP,valence,all,72,linear_logistic,20260813,0.0126694224730711,subject,0.0358334161886138,0.0565827953888861,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7422349087305308,0.4939633928216543,0.5066328152947255,0.0028159470883091,0.0754765680387855,0.05034984683432912,1.0,7.154615356913663,0.0092809730116459,0.0028159470883091,-0.0031047821971308,0.0033884494614252,0.053766848300577,0.038938198385744596,0.047844093917466565,0,142
DEAP,valence,all,72,linear_logistic,20260813,0.02068345323741,subject,0.0322068210905434,0.0754765680387855,,,0.92109375,0.03125,0.88984375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.4939633928216543,0.5146468460590643,0.0028159470883091,0.0754765680387855,0.06716235234076304,1.0,7.154615356913663,0.0092809730116459,0.0028159470883091,-0.0031047821971308,0.0114024802257641,0.0726606209504764,0.0353116032876742,0.0646565994239005,0,143
DEAP,valence,all,72,linear_logistic,20260829,0.0080587463730673,subject,0.0241157717268078,0.0188812378624406,,,0.915625,0.03125,0.884375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2502379253424993,0.5057534083230653,0.5138121546961326,0.0024598495437352,0.0681153721242294,0.016698094734595905,1.0,7.154615356913663,0.0065334472753288,0.0024598495437352,0.0058514252410852,0.0015252990977384995,0.0164213883187054,0.0182643464857226,0.01452266529435509,0,144
DEAP,valence,all,72,linear_logistic,20260829,0.0096486346834134,subject,0.0033586040155094,0.0353313205548277,,,0.915625,0.03125,0.884375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.5007723664085064,0.5057534083230653,0.5154020430064787,0.0024598495437352,0.0681153721242294,0.031246136615675744,1.0,7.154615356913663,0.0065334472753288,0.0024598495437352,0.0058514252410852,0.0031151874080846,0.032871471011092494,-0.0024928212255758,0.029070707175434925,0,145
DEAP,valence,all,72,linear_logistic,20260829,0.0201667395365476,subject,0.0213824221683907,0.0504944655335732,,,0.915625,0.03125,0.884375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7350515810401548,0.5057534083230653,0.5259201478596129,0.0024598495437352,0.0681153721242294,0.0446560429562538,1.0,7.154615356913663,0.0065334472753288,0.0024598495437352,0.0058514252410852,0.013633292261218802,0.048034615989838,0.015530996927305498,0.04248061351601298,0,146
DEAP,valence,all,72,linear_logistic,20260829,0.0133749354107874,subject,0.0253060628003875,0.0681153721242294,,,0.915625,0.03125,0.884375,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.5057534083230653,0.5191283437338527,0.0024598495437352,0.0681153721242294,0.060239532222365375,1.0,7.154615356913663,0.0065334472753288,0.0024598495437352,0.0058514252410852,0.0068414881354586,0.0656555225804942,0.0194546375593023,0.05806410278212456,0,147
DEAP,valence,all,72,linear_logistic,20260911,0.0054453674629356,subject,0.0130495025185526,0.0199863407201609,,,0.911328125,0.03125,0.880078125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2495987043005631,0.4913102667037641,0.4967556341666997,0.0027657848269967,0.0717150046310113,0.017589541266610356,1.0,7.154615356913663,-0.003870384355499,0.0027657848269967,-0.0059605093414125,0.0093157518184346,0.0172205558931642,0.0190100118599651,0.015155434541913652,0,148
DEAP,valence,all,72,linear_logistic,20260911,0.0109851345442981,subject,0.0096698548483843,0.0372119076295814,,,0.911328125,0.03125,0.880078125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.4995593800000685,0.4913102667037641,0.5022954012480623,0.0027657848269967,0.0717150046310113,0.0327493858943152,1.0,7.154615356913663,-0.003870384355499,0.0027657848269967,-0.0059605093414125,0.0148555188997971,0.0344461228025847,0.0156303641897968,0.030315279169618493,0,149
DEAP,valence,all,72,linear_logistic,20260911,0.0076612742954806,subject,0.001066178309827,0.053810804077882,,,0.911328125,0.03125,0.880078125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7416060208639793,0.4913102667037641,0.4989715409992448,0.0027657848269967,0.0717150046310113,0.04735771155760475,1.0,7.154615356913663,-0.003870384355499,0.0027657848269967,-0.0059605093414125,0.0115316586509796,0.0510450192508853,0.0070266876512395,0.04492360483290805,0,150
DEAP,valence,all,72,linear_logistic,20260911,0.0136034818553996,subject,0.010553028869582,0.0717150046310113,,,0.911328125,0.03125,0.880078125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.4913102667037641,0.5049137485591637,0.0027657848269967,0.0717150046310113,0.06311480681002675,1.0,7.154615356913663,-0.003870384355499,0.0027657848269967,-0.0059605093414125,0.017473866210898602,0.0689492198040146,0.0165135382109945,0.06068070008533004,0,151
DEAP,valence,all,72,linear_logistic,20260923,0.0279422870543344,subject,0.0081438548128095,0.0209774598028625,,,0.91328125,0.03125,0.88203125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.249912336992291,0.4641728606065424,0.4921151476608768,0.0028164612131075,0.075492083481796,0.018502775091743563,1.0,7.154615356913663,0.0291148296832147,0.0028164612131075,0.0016218607838818,-0.0011725426288802972,0.018160998589755,0.006521994028927699,0.01601856828736984,0,152
DEAP,valence,all,72,linear_logistic,20260923,0.0367761039786954,subject,0.0366921646250727,0.0392035943219379,,,0.91328125,0.03125,0.88203125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.5006307840912296,0.4641728606065424,0.5009489645852379,0.0028164612131075,0.075492083481796,0.03457879530427179,1.0,7.154615356913663,0.0291148296832147,0.0028164612131075,0.0016218607838818,0.007661274295480702,0.0363871331088304,0.0350703038411909,0.03209458849989806,0,153
DEAP,valence,all,72,linear_logistic,20260923,0.041754441750467,subject,0.0228518061337626,0.056520258304226,,,0.91328125,0.03125,0.88203125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7411923599308257,0.4641728606065424,0.5059273023570094,0.0028164612131075,0.075492083481796,0.049852634082399344,1.0,7.154615356913663,0.0291148296832147,0.0028164612131075,0.0016218607838818,0.012639612067252299,0.0537037970911185,0.0212299453498808,0.047368427278025614,0,154
DEAP,valence,all,72,linear_logistic,20260923,0.0445168726896935,subject,0.0176680673606448,0.075492083481796,,,0.91328125,0.03125,0.88203125,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.4641728606065424,0.5086897332962359,0.0028164612131075,0.075492083481796,0.06658637675855288,1.0,7.154615356913663,0.0291148296832147,0.0028164612131075,0.0016218607838818,0.015402043006478804,0.0726756222686885,0.016046206576763002,0.06410216995417915,0,155
DEAP,valence,all,72,linear_logistic,20261007,0.0109702293413887,subject,0.0224212639544474,0.0209163690629879,,,0.9144531250000001,0.03125,0.8832031250000001,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2500027314661849,0.4812095075320959,0.4921797368734846,0.0036367940050801,0.0727693948914015,0.018473402520084236,1.0,7.154615356913663,-0.0002235780436424,0.0036367940050801,0.0040597943064736,0.0111938073850311,0.017279575057907802,0.018361469647973798,0.015261374689816228,0,156
DEAP,valence,all,72,linear_logistic,20261007,0.0185023252116538,subject,0.0203995367042508,0.0382282735165877,,,0.9144531250000001,0.03125,0.8832031250000001,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.5003264698555798,0.4812095075320959,0.4997118327437497,0.0036367940050801,0.0727693948914015,0.033763330633205,1.0,7.154615356913663,-0.0002235780436424,0.0036367940050801,0.0040597943064736,0.0187259032552962,0.0345914795115076,0.016339742397777197,0.03055130280293699,0,157
DEAP,valence,all,72,linear_logistic,20261007,0.0155312214316943,subject,0.0335557087726282,0.0552451189017264,,,0.9144531250000001,0.03125,0.8832031250000001,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7508598955068633,0.4812095075320959,0.4967407289637903,0.0036367940050801,0.0727693948914015,0.048792661655001325,1.0,7.154615356913663,-0.0002235780436424,0.0036367940050801,0.0040597943064736,0.0157547994753367,0.051608324896646296,0.0294959144661546,0.04558063382473331,0,158
DEAP,valence,all,72,linear_logistic,20261007,0.0157398942724273,subject,0.0319782131501178,0.0727693948914015,,,0.9144531250000001,0.03125,0.8832031250000001,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.4812095075320959,0.4969494018045232,0.0036367940050801,0.0727693948914015,0.06427015697244484,1.0,7.154615356913663,-0.0002235780436424,0.0036367940050801,0.0040597943064736,0.0159634723160697,0.0691326008863214,0.027918418843644197,0.06105812914217683,0,159
DEAP,valence,normalized_asymmetry,12,gpu_mlp,20260813,0.0287769784172662,subject,0.0328933109392397,0.0209744455560002,,,0.6382812499999999,0.03125,0.6070312499999999,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2499729218828634,0.4692505663977105,0.4980275448149768,0.0028159470883091,0.0754765680387855,0.012732143903915744,4.0,7.154615356913663,0.0196698994395643,0.0028159470883091,-0.0031047821971308,0.0091070789777019,0.0181584984676911,0.0359980931363705,0.011022776022965612,0,160
DEAP,valence,normalized_asymmetry,12,gpu_mlp,20260813,0.0318424818156524,subject,0.030238915593215,0.039123555219364,,,0.6382812499999999,0.03125,0.6070312499999999,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.5,0.4996402395124553,0.4692505663977105,0.501093048213363,0.0028159470883091,0.0754765680387855,0.02374922062925455,4.0,7.154615356913663,0.0196698994395643,0.0028159470883091,-0.0031047821971308,0.0121725823760881,0.036307608131054894,0.0333436977903458,0.022039852748304414,0,161
DEAP,valence,normalized_asymmetry,12,gpu_mlp,20260813,0.0350719424460431,subject,0.0358334161886138,0.0565827953888861,,,0.6382812499999999,0.03125,0.6070312499999999,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.75,0.7422349087305308,0.4692505663977105,0.5043225088437537,0.0028159470883091,0.0754765680387855,0.03434752501340976,4.0,7.154615356913663,0.0196698994395643,0.0028159470883091,-0.0031047821971308,0.0154020430064788,0.053766848300577,0.038938198385744596,0.03263815713245963,0,162
DEAP,valence,normalized_asymmetry,12,gpu_mlp,20260813,0.0216622282284669,subject,0.0322068210905434,0.0754765680387855,,,0.6382812499999999,0.03125,0.6070312499999999,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,1.0,1.0,0.4692505663977105,0.4909127946261775,0.0028159470883091,0.0754765680387855,0.045816635442294,4.0,7.154615356913663,0.0196698994395643,0.0028159470883091,-0.0031047821971308,0.001992328788902601,0.0726606209504764,0.0353116032876742,0.04410726756134387,0,163
DEAP,valence,normalized_asymmetry,12,gpu_mlp,20260829,-0.0053161890377201,subject,0.0241157717268078,0.0188812378624406,,,0.634765625,0.03125,0.603515625,1280,32,40,1.0,0.565625,0.8687499999999999,counterfactual_dose,0.25,0.2502379253424993,0.485402837950634,0.4800866489129138,0.0024598495437352,0.0681153721242294,0.011395122069324503,4.0,7.154615356913663,-0.0030207877896578,0.0024598495437352,0.0058514252410852,-0.0022954012480623,0.0164213883187054,0.0182643464857226,0.009910564434531189,0,164
