dataset,task,representation,model,split_seed,partition,audit_count_in_stratum,stratum_coreset_score
CEAP,arousal,minimal_pair,gpu_mlp,20260911,audit,3,0.059696102083226406
CEAP,arousal,minimal_pair,gpu_mlp,20260923,audit,3,0.059696102083226406
CEAP,arousal,minimal_pair,gpu_mlp,20261007,audit,3,0.059696102083226406
CEAP,arousal,minimal_pair,linear_logistic,20260813,heldout,2,0.3384087409032486
CEAP,arousal,minimal_pair,linear_logistic,20260829,audit,2,0.3384087409032486
CEAP,arousal,minimal_pair,linear_logistic,20260911,heldout,2,0.3384087409032486
CEAP,arousal,minimal_pair,linear_logistic,20260923,heldout,2,0.3384087409032486
CEAP,arousal,minimal_pair,linear_logistic,20261007,audit,2,0.3384087409032486
CEAP,arousal,wearable_all,gpu_mlp,20260813,audit,2,0.35899775236612463
CEAP,arousal,wearable_all,gpu_mlp,20260829,audit,2,0.35899775236612463
CEAP,arousal,wearable_all,gpu_mlp,20260911,heldout,2,0.35899775236612463
CEAP,arousal,wearable_all,gpu_mlp,20260923,heldout,2,0.35899775236612463
CEAP,arousal,wearable_all,gpu_mlp,20261007,heldout,2,0.35899775236612463
CEAP,arousal,wearable_all,linear_logistic,20260813,heldout,3,0.05869805733475378
CEAP,arousal,wearable_all,linear_logistic,20260829,heldout,3,0.05869805733475378
CEAP,arousal,wearable_all,linear_logistic,20260911,audit,3,0.05869805733475378
CEAP,arousal,wearable_all,linear_logistic,20260923,audit,3,0.05869805733475378
CEAP,arousal,wearable_all,linear_logistic,20261007,audit,3,0.05869805733475378
CEAP,valence,cardiovascular,gpu_mlp,20260813,heldout,2,0.019467793579631715
CEAP,valence,cardiovascular,gpu_mlp,20260829,audit,2,0.019467793579631715
CEAP,valence,cardiovascular,gpu_mlp,20260911,audit,2,0.019467793579631715
CEAP,valence,cardiovascular,gpu_mlp,20260923,heldout,2,0.019467793579631715
CEAP,valence,cardiovascular,gpu_mlp,20261007,heldout,2,0.019467793579631715
CEAP,valence,cardiovascular,linear_logistic,20260813,audit,3,0.005379996534176737
CEAP,valence,cardiovascular,linear_logistic,20260829,heldout,3,0.005379996534176737
CEAP,valence,cardiovascular,linear_logistic,20260911,heldout,3,0.005379996534176737
CEAP,valence,cardiovascular,linear_logistic,20260923,audit,3,0.005379996534176737
CEAP,valence,cardiovascular,linear_logistic,20261007,audit,3,0.005379996534176737
CEAP,valence,electrodermal_thermal,gpu_mlp,20260813,audit,3,0.003682730575750908
CEAP,valence,electrodermal_thermal,gpu_mlp,20260829,heldout,3,0.003682730575750908
CEAP,valence,electrodermal_thermal,gpu_mlp,20260911,heldout,3,0.003682730575750908
