dataset,task,representation,model,split_seed,identity_mean,identity_sd,action_mean,action_sd,displacement_mean,displacement_sd,decision_flip_fraction,z_identity_mean,z_identity_sd,z_action_mean,z_action_sd,z_displacement_mean,z_displacement_sd,z_decision_flip_fraction
SEED-IV,arousal,normalized_asymmetry,linear_logistic,20261007,0.03730058739987367,0.005392235681285706,0.03730058739987367,0.005392235681285706,0.0,0.0,0.0,-1.2291675301985636,-1.1395906290309736,-1.2291675301985636,-1.1395906290309736,0.0,0.0,0.0
SEED-IV,arousal,relative_power,gpu_mlp,20260813,0.07957022162608404,0.013112809565506513,0.07957022162608404,0.013112809565506513,0.0,0.0,0.0,0.6190768963524576,0.4192076171875108,0.6190768963524576,0.4192076171875108,0.0,0.0,0.0
SEED-IV,arousal,relative_power,gpu_mlp,20260829,0.07797217376491015,0.012754778670617107,0.07797217376491015,0.012754778670617107,0.0,0.0,0.0,0.5492020770680036,0.3469205127034422,0.5492020770680036,0.3469205127034422,0.0,0.0,0.0
SEED-IV,arousal,relative_power,gpu_mlp,20260911,0.0788568813879684,0.012718511881764975,0.0788568813879684,0.012718511881764975,0.0,0.0,0.0,0.5878860156299957,0.3395981804900016,0.5878860156299957,0.3395981804900016,0.0,0.0,0.0
SEED-IV,arousal,relative_power,gpu_mlp,20260923,0.07868479438406277,0.013360262594490479,0.07868479438406277,0.013360262594490479,0.0,0.0,0.0,0.5803614923718025,0.4691688446022249,0.5803614923718025,0.4691688446022249,0.0,0.0,0.0
SEED-IV,arousal,relative_power,gpu_mlp,20261007,0.08069567782869952,0.013522443120756825,0.08069567782869952,0.013522443120756825,0.0,0.0,0.0,0.6682875931538389,0.5019133949045611,0.6682875931538389,0.5019133949045611,0.0,0.0,0.0
SEED-IV,arousal,relative_power,linear_logistic,20260813,0.05157149911075905,0.008760220013502696,0.05157149911075905,0.008760220013502696,0.0,0.0,0.0,-0.6051703389692533,-0.4595883197361859,-0.6051703389692533,-0.4595883197361859,0.0,0.0,0.0
SEED-IV,arousal,relative_power,linear_logistic,20260829,0.05050330849588545,0.008507298181792943,0.05050330849588545,0.008507298181792943,0.0,0.0,0.0,-0.6518770916198366,-0.5106537086064744,-0.6518770916198366,-0.5106537086064744,0.0,0.0,0.0
SEED-IV,arousal,relative_power,linear_logistic,20260911,0.05109296328451263,0.008489508097120707,0.05109296328451263,0.008489508097120707,0.0,0.0,0.0,-0.6260943708412042,-0.5142455598345077,-0.6260943708412042,-0.5142455598345077,0.0,0.0,0.0
SEED-IV,arousal,relative_power,linear_logistic,20260923,0.050982471219732324,0.008917600537457649,0.050982471219732324,0.008917600537457649,0.0,0.0,0.0,-0.6309256485810453,-0.42781289884016716,-0.6309256485810453,-0.42781289884016716,0.0,0.0,0.0
SEED-IV,arousal,relative_power,linear_logistic,20261007,0.05232568799231875,0.009040520025232736,0.05232568799231875,0.009040520025232736,0.0,0.0,0.0,-0.5721933467991831,-0.40299522532997867,-0.5721933467991831,-0.40299522532997867,0.0,0.0,0.0
SEED-IV,valence,all,gpu_mlp,20260813,0.10583742128459961,0.019321227986233154,0.10583742128459961,0.019321227986233154,0.0,0.0,0.0,1.767613103459041,1.6726988590495053,1.767613103459041,1.6726988590495053,0.0,0.0,0.0
SEED-IV,valence,all,gpu_mlp,20260829,0.10596841579604471,0.020080692760572463,0.10596841579604471,0.020080692760572463,0.0,0.0,0.0,1.77334085294444,1.8260362114352358,1.77334085294444,1.8260362114352358,0.0,0.0,0.0
SEED-IV,valence,all,gpu_mlp,20260911,0.10070970242010233,0.01724629677893871,0.10070970242010233,0.01724629677893871,0.0,0.0,0.0,1.5434030295911434,1.2537663838917974,1.5434030295911434,1.2537663838917974,0.0,0.0,0.0
SEED-IV,valence,all,gpu_mlp,20260923,0.10437027105887156,0.019549386054482826,0.10437027105887156,0.019549386054482826,0.0,0.0,0.0,1.7034617977462154,1.718764397956537,1.7034617977462154,1.718764397956537,0.0,0.0,0.0
SEED-IV,valence,all,gpu_mlp,20261007,0.10384667353037906,0.01911237599107805,0.10384667353037906,0.01911237599107805,0.0,0.0,0.0,1.6805674379650728,1.6305312522563915,1.6805674379650728,1.6305312522563915,0.0,0.0,0.0
SEED-IV,valence,all,linear_logistic,20260813,0.0693323035429255,0.013186073454706047,0.0693323035429255,0.013186073454706047,0.0,0.0,0.0,0.17142279706643812,0.43399973286543814,0.17142279706643812,0.43399973286543814,0.0,0.0,0.0
SEED-IV,valence,all,linear_logistic,20260829,0.06942929946581892,0.01369005215815037,0.06942929946581892,0.01369005215815037,0.0,0.0,0.0,0.17566395451120242,0.5357539717136769,0.17566395451120242,0.5357539717136769,0.0,0.0,0.0
