population,task,split_seed,fold,nominal_dose,achieved_dose,normalized_mutual_information,metadata_prior_opportunity,candidate_min,candidate_max,candidate_size,intervention_block_size,removed_control_size,n_train,n_test,subject_coverage,row_overlap_with_test
audit_population,arousal,20260813,s4_r1,0.25,0.24176101931324986,0.2582781875939034,0.33653846153846156,0.0751105862453152,0.8327496873249557,21,10,10,168,21,1.0,0
audit_population,arousal,20260813,s4_r1,0.5,0.5563796883127415,0.49664559315755125,0.33653846153846156,0.0751105862453152,0.8327496873249557,21,10,10,168,21,1.0,0
audit_population,arousal,20260813,s4_r1,0.75,0.7293584696172036,0.6277010815309156,0.33653846153846156,0.0751105862453152,0.8327496873249557,21,10,10,168,21,1.0,0
audit_population,arousal,20260813,s4_r1,1.0,1.0,0.8327496873249557,0.33653846153846156,0.0751105862453152,0.8327496873249557,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r0,0.0,0.0,0.008130957294339092,0.0,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r0,0.25,0.21124542681957592,0.1709691692487433,-0.0357142857142857,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r0,0.5,0.5022241199367941,0.39526964674265996,-0.0357142857142857,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r0,0.75,0.7240176086853187,0.5662388159914029,-0.07142857142857145,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r0,1.0,1.0,0.778979417334536,-0.0357142857142857,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r1,0.0,0.0,0.004732118781357297,0.0,0.004732118781357297,0.46336155865093726,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r1,0.25,0.24199652806645458,0.11571885089885843,0.0,0.004732118781357297,0.46336155865093726,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r1,0.5,0.5001052363595639,0.23409510320878799,0.0,0.004732118781357297,0.46336155865093726,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r1,0.75,0.7594786363077097,0.35305138034407463,-0.16826923076923078,0.004732118781357297,0.46336155865093726,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s0_r1,1.0,1.0,0.46336155865093726,-0.16826923076923078,0.004732118781357297,0.46336155865093726,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r0,0.0,0.0,0.004732118781357297,0.0,0.004732118781357297,0.6049892084315441,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r0,0.25,0.26778341923291676,0.1654710146666838,0.0,0.004732118781357297,0.6049892084315441,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r0,0.5,0.5493410715447296,0.3344779916121118,-0.03181818181818186,0.004732118781357297,0.6049892084315441,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r0,0.75,0.7640550153882504,0.46336155865093726,-0.03181818181818186,0.004732118781357297,0.6049892084315441,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r0,1.0,1.0,0.6049892084315441,-0.03181818181818186,0.004732118781357297,0.6049892084315441,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r1,0.0,0.0,0.0,0.0,0.0,0.4667534267629658,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r1,0.25,0.2565204609875096,0.11973180420073577,-0.1428571428571429,0.0,0.4667534267629658,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r1,0.5,0.46807306386605785,0.21847470653492304,-0.1428571428571429,0.0,0.4667534267629658,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r1,0.75,0.7229029010467422,0.3374174062804561,-0.1428571428571429,0.0,0.4667534267629658,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s1_r1,1.0,1.0,0.4667534267629658,-0.1428571428571429,0.0,0.4667534267629658,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r0,0.0,0.0,0.008130957294339092,0.0,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r0,0.25,0.2230879634123706,0.18009797034426878,0.2333333333333334,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r0,0.5,0.5022241199367941,0.39526964674265996,0.2333333333333334,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r0,0.75,0.7086957242231265,0.5544279649488083,0.0,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r0,1.0,1.0,0.778979417334536,0.2333333333333334,0.008130957294339092,0.778979417334536,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r1,0.0,0.0,0.10168038732941725,0.0,0.10168038732941725,0.7447215534424859,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r1,0.25,0.24379409092341373,0.2584500238482847,0.0,0.10168038732941725,0.7447215534424859,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r1,0.5,0.509472006991085,0.42929186080693,0.23557692307692313,0.10168038732941725,0.7447215534424859,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r1,0.75,0.7074671639638935,0.5566108974314649,0.06730769230769229,0.10168038732941725,0.7447215534424859,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s2_r1,1.0,1.0,0.7447215534424859,0.23557692307692313,0.10168038732941725,0.7447215534424859,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s3_r0,0.0,0.0,0.11054812497152393,0.0,0.11054812497152393,0.5125747946272152,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s3_r0,0.25,0.2706052078205984,0.21933863546312532,0.0,0.11054812497152393,0.5125747946272152,21,10,10,168,21,1.0,0
audit_population,valence,20260813,s3_r0,0.5,0.4523255664421185,0.29239506604837295,0.0,0.11054812497152393,0.5125747946272152,21,10,10,168,21,1.0,0
