dataset,protocol,audit_population_participants,evaluation_population_participants,audit_configurations,certificate_configurations,unused_audit_configurations,evaluation_configurations,audit_event_prevalence,evaluation_event_prevalence,components_pass,witness_pass,certificate_pass,selected_method,certificate_brier_gain,certificate_brier_gain_lcb,evaluation_brier_gain,evaluation_auc_delta,negative_transfer,material_negative_transfer
EPPVR,raw_partition_first_participant_disjoint_end_to_end,15,15,320,160,160,320,0.221875,0.271875,False,False,False,identity,,,0.0,0.0,False,False
