task,representation,n_features,model,split_seed,nominal_dose,unseen_balanced_accuracy,dose_balanced_accuracy,subject_exposure_effect,achieved_dose,normalized_mutual_information,metadata_prior_opportunity,encoding_margin,dataset,population,axis,dose_zero_exposure_effect,dose_zero_label_opportunity,dose_zero_metadata_prior_opportunity,dose_induced_amplification,opportunity_delta,metadata_prior_delta,dose_encoding_interaction,model_capacity,material_optimism_event,probability_identity
arousal,baseline_delta,72,gpu_mlp,20260829,0.75,0.474025974025974,0.5133287764866712,0.03930280246069717,0.7037504280413203,0.5184019589722606,0.15122779997779995,0.5285714285714285,EPPVR,audit_population,subject,-0.008202323991797655,0.02710409737226659,0.00972222222222222,0.04750512645249483,0.491297861599994,0.14150557775557773,0.2596860125599968,4.0,1,0.9649666407496156
arousal,baseline_delta,72,gpu_mlp,20260829,1.0,0.474025974025974,0.46274777853725224,-0.011278195488721776,1.0,0.7208149199262481,0.070008325008325,0.5285714285714285,EPPVR,audit_population,subject,-0.008202323991797655,0.02710409737226659,0.00972222222222222,-0.0030758714969241208,0.6937108225539815,0.06028610278610278,0.3666757204928187,4.0,0,0.9734751584701649
arousal,baseline_delta,72,gpu_mlp,20260911,0.25,0.5191387559808612,0.5249487354750513,0.005809979494190043,0.24694652520578472,0.2002118780001542,0.055018939393939405,0.5214285714285714,EPPVR,audit_population,subject,0.007518796992481147,0.045325065194091685,0.015909090909090918,-0.0017088174982911042,0.1548868128060625,0.03910984848484848,0.08076240953458973,4.0,0,0.3219196157048417
arousal,baseline_delta,72,gpu_mlp,20260911,0.5,0.5191387559808612,0.5266575529733424,0.007518796992481147,0.49207136214971736,0.35491352361124906,0.15294823232323235,0.5214285714285714,EPPVR,audit_population,subject,0.007518796992481147,0.045325065194091685,0.015909090909090918,0.0,0.3095884584171574,0.13703914141414142,0.16142826760323203,4.0,0,0.8736937894987902
arousal,baseline_delta,72,gpu_mlp,20260911,0.75,0.5191387559808612,0.5095693779904307,-0.009569377990430561,0.7394175875316934,0.50674992327808,0.07397727272727272,0.5214285714285714,EPPVR,audit_population,subject,0.007518796992481147,0.045325065194091685,0.015909090909090918,-0.017088174982911708,0.4614248580839883,0.05806818181818181,0.2406001045723653,4.0,0,0.8657016860198558
arousal,baseline_delta,72,gpu_mlp,20260911,1.0,0.5191387559808612,0.5283663704716337,0.009227614490772473,1.0,0.673858332101686,0.1510037878787879,0.5214285714285714,EPPVR,audit_population,subject,0.007518796992481147,0.045325065194091685,0.015909090909090918,0.0017088174982913262,0.6285332669075943,0.13509469696969698,0.3277352034589598,4.0,0,0.9867950772267381
arousal,baseline_delta,72,gpu_mlp,20260923,0.25,0.4989747095010253,0.47573479152426523,-0.02323991797676006,0.24530545888058208,0.1923875542904973,0.06550976800976802,0.49761904761904757,EPPVR,audit_population,subject,0.0030758714969241208,0.028281514383108507,0.00972222222222222,-0.02631578947368418,0.1641060399073888,0.05578754578754579,0.08166229128724824,4.0,0,0.3595912887086184
arousal,baseline_delta,72,gpu_mlp,20260923,0.5,0.4989747095010253,0.5365686944634313,0.03759398496240596,0.4968249488168865,0.36014722226636187,0.06036719816131584,0.49761904761904757,EPPVR,audit_population,subject,0.0030758714969241208,0.028281514383108507,0.00972222222222222,0.03451811346548184,0.33186570788325337,0.05064497593909362,0.1651426974942856,4.0,1,0.6418167774855438
arousal,baseline_delta,72,gpu_mlp,20260923,0.75,0.4989747095010253,0.5280246069719754,0.029049897470950103,0.7162588300027207,0.5054923810586868,0.14193582561229617,0.49761904761904757,EPPVR,audit_population,subject,0.0030758714969241208,0.028281514383108507,0.00972222222222222,0.025974025974025983,0.47721086667557827,0.13221360339007396,0.23746921698856155,4.0,1,0.9485899439350465
arousal,baseline_delta,72,gpu_mlp,20260923,1.0,0.4989747095010253,0.5328092959671907,0.03383458646616544,1.0,0.6964755853111579,0.12744406737053798,0.49761904761904757,EPPVR,audit_population,subject,0.0030758714969241208,0.028281514383108507,0.00972222222222222,0.03075871496924132,0.6681940709280494,0.11772184514831577,0.33250609719991026,4.0,1,0.9837453240553955
arousal,baseline_delta,72,gpu_mlp,20261007,0.25,0.49282296650717705,0.5177717019822283,0.024948735475051276,0.2221230571983165,0.18343288220388249,0.028479236812570155,0.4904761904761904,EPPVR,audit_population,subject,0.08168147641831847,0.03673741436081172,-0.0010198135198135122,-0.05673274094326719,0.14669546784307078,0.029499050332383668,0.07195063422779184,4.0,0,0.2150010040144422
arousal,baseline_delta,72,gpu_mlp,20261007,0.5,0.49282296650717705,0.5577580314422419,0.06493506493506485,0.457641156368368,0.3399347258332666,-0.02244345161011828,0.4904761904761904,EPPVR,audit_population,subject,0.08168147641831847,0.03673741436081172,-0.0010198135198135122,-0.01674641148325362,0.3031973114724549,-0.021423638090304765,0.1487110622936326,4.0,0,0.28260522652734177
arousal,baseline_delta,72,gpu_mlp,20261007,0.75,0.49282296650717705,0.5150375939849624,0.022214627477785354,0.6601373945010655,0.4754712082049724,-0.008498445998445977,0.4904761904761904,EPPVR,audit_population,subject,0.08168147641831847,0.03673741436081172,-0.0010198135198135122,-0.05946684894053311,0.43873379384416067,-0.007478632478632465,0.2151884798378502,4.0,0,0.5691276728883214
arousal,baseline_delta,72,gpu_mlp,20261007,1.0,0.49282296650717705,0.5075187969924811,0.014695830485304096,0.9,0.6331187898085061,0.028479236812570155,0.4904761904761904,EPPVR,audit_population,subject,0.08168147641831847,0.03673741436081172,-0.0010198135198135122,-0.06698564593301437,0.5963813754476944,0.029499050332383668,0.2925108651005358,4.0,0,0.8813868744620073
arousal,baseline_delta,72,linear_logistic,20260813,0.25,0.4849624060150376,0.5010252904989747,0.016062884483937112,0.24297536880791265,0.19971834196406696,0.0536401098901099,0.5095238095238095,EPPVR,audit_population,subject,0.017771701982228327,0.03832048053574832,0.06730769230769232,-0.0017088174982912152,0.16139786142831863,-0.013667582417582418,0.08223605320395282,1.0,0,0.22914509428624327
arousal,baseline_delta,72,linear_logistic,20260813,0.5,0.4849624060150376,0.5410116199589884,0.05604921394395079,0.4972113779556527,0.37003834833545224,0.08392857142857144,0.5095238095238095,EPPVR,audit_population,subject,0.017771701982228327,0.03832048053574832,0.06730769230769232,0.038277511961722466,0.3317178677997039,0.016620879120879117,0.16901815168842055,1.0,1,0.6287049070564676
arousal,baseline_delta,72,linear_logistic,20260813,0.75,0.4849624060150376,0.5064935064935064,0.021531100478468845,0.734684368907701,0.5273918797214072,0.09213522588522591,0.5095238095238095,EPPVR,audit_population,subject,0.017771701982228327,0.03832048053574832,0.06730769230769232,0.003759398496240518,0.4890713991856589,0.02482753357753359,0.24919352244221665,1.0,0,0.8616507642994626
arousal,baseline_delta,72,linear_logistic,20260813,1.0,0.4849624060150376,0.49624060150375937,0.011278195488721776,1.0,0.7044244726310994,0.11571275946275947,0.5095238095238095,EPPVR,audit_population,subject,0.017771701982228327,0.03832048053574832,0.06730769230769232,-0.006493506493506551,0.6661039920953511,0.04840506715506715,0.33939584359144076,1.0,0,0.9711271044382556
arousal,baseline_delta,72,linear_logistic,20260829,0.25,0.46172248803827753,0.4719753930280246,0.01025290498974707,0.24568983923001922,0.19730505464104242,0.019973221223221215,0.5285714285714285,EPPVR,audit_population,subject,0.001025290498974707,0.02710409737226659,0.00972222222222222,0.009227614490772362,0.17020095726877582,0.010250999000998995,0.08996336312778148,1.0,0,0.16591950345960776
arousal,baseline_delta,72,linear_logistic,20260829,0.5,0.46172248803827753,0.4989747095010253,0.03725222146274776,0.4968301794493207,0.37154243494889283,0.07135142635142634,0.5285714285714285,EPPVR,audit_population,subject,0.001025290498974707,0.02710409737226659,0.00972222222222222,0.03622693096377305,0.34443833757662623,0.06162920412920412,0.18206026414764526,1.0,1,0.6230696404965749
arousal,baseline_delta,72,linear_logistic,20260829,0.75,0.46172248803827753,0.4719753930280246,0.01025290498974707,0.7037504280413203,0.5184019589722606,0.15122779997779995,0.5285714285714285,EPPVR,audit_population,subject,0.001025290498974707,0.02710409737226659,0.00972222222222222,0.009227614490772362,0.491297861599994,0.14150557775557773,0.2596860125599968,1.0,0,0.9453836104131418
arousal,baseline_delta,72,linear_logistic,20260829,1.0,0.46172248803827753,0.48120300751879697,0.01948051948051943,1.0,0.7208149199262481,0.070008325008325,0.5285714285714285,EPPVR,audit_population,subject,0.001025290498974707,0.02710409737226659,0.00972222222222222,0.018455228981544725,0.6937108225539815,0.06028610278610278,0.3666757204928187,1.0,0,0.9584434161763903
arousal,baseline_delta,72,linear_logistic,20260911,0.25,0.531784005468216,0.48735475051264526,-0.04442925495557076,0.24694652520578472,0.2002118780001542,0.055018939393939405,0.5214285714285714,EPPVR,audit_population,subject,0.001025290498974707,0.045325065194091685,0.015909090909090918,-0.04545454545454547,0.1548868128060625,0.03910984848484848,0.08076240953458973,1.0,0,0.22978953181183806
arousal,baseline_delta,72,linear_logistic,20260911,0.5,0.531784005468216,0.518796992481203,-0.012987012987012991,0.49207136214971736,0.35491352361124906,0.15294823232323235,0.5214285714285714,EPPVR,audit_population,subject,0.001025290498974707,0.045325065194091685,0.015909090909090918,-0.014012303485987698,0.3095884584171574,0.13703914141414142,0.16142826760323203,1.0,0,0.8129790540523294
arousal,baseline_delta,72,linear_logistic,20260911,0.75,0.531784005468216,0.4945317840054682,-0.037252221462747814,0.7394175875316934,0.50674992327808,0.07397727272727272,0.5214285714285714,EPPVR,audit_population,subject,0.001025290498974707,0.045325065194091685,0.015909090909090918,-0.03827751196172252,0.4614248580839883,0.05806818181818181,0.2406001045723653,1.0,0,0.8020157545546794
arousal,baseline_delta,72,linear_logistic,20260911,1.0,0.531784005468216,0.5177717019822283,-0.014012303485987698,1.0,0.673858332101686,0.1510037878787879,0.5214285714285714,EPPVR,audit_population,subject,0.001025290498974707,0.045325065194091685,0.015909090909090918,-0.015037593984962405,0.6285332669075943,0.13509469696969698,0.3277352034589598,1.0,0,0.9791501176870124
