task,representation,n_features,model,split_seed,nominal_dose,unseen_balanced_accuracy,dose_balanced_accuracy,subject_exposure_effect,achieved_dose,normalized_mutual_information,metadata_prior_opportunity,population
arousal,relative_power,24,gpu_mlp,20260923,0.75,0.5034176349965823,0.5184552289815447,0.015037593984962405,0.7162588300027207,0.5054923810586868,0.14193582561229617,audit_population
arousal,relative_power,24,linear_logistic,20260923,0.75,0.5146958304853042,0.504442925495557,-0.01025290498974718,0.7162588300027207,0.5054923810586868,0.14193582561229617,audit_population
arousal,all,72,gpu_mlp,20260923,1.0,0.436431989063568,0.49282296650717705,0.05639097744360905,1.0,0.6964755853111579,0.12744406737053798,audit_population
arousal,all,72,linear_logistic,20260923,1.0,0.44360902255639095,0.4894053315105946,0.04579630895420367,1.0,0.6964755853111579,0.12744406737053798,audit_population
arousal,baseline_delta,72,gpu_mlp,20260923,1.0,0.4989747095010253,0.5328092959671907,0.03383458646616544,1.0,0.6964755853111579,0.12744406737053798,audit_population
arousal,baseline_delta,72,linear_logistic,20260923,1.0,0.5034176349965823,0.5266575529733424,0.02323991797676006,1.0,0.6964755853111579,0.12744406737053798,audit_population
arousal,normalized_asymmetry,12,gpu_mlp,20260923,1.0,0.3981544771018455,0.410457963089542,0.012303485987696539,1.0,0.6964755853111579,0.12744406737053798,audit_population
arousal,normalized_asymmetry,12,linear_logistic,20260923,1.0,0.40806561859193435,0.4453178400546821,0.03725222146274776,1.0,0.6964755853111579,0.12744406737053798,audit_population
arousal,relative_power,24,gpu_mlp,20260923,1.0,0.5034176349965823,0.5027341079972659,-0.0006835269993163973,1.0,0.6964755853111579,0.12744406737053798,audit_population
arousal,relative_power,24,linear_logistic,20260923,1.0,0.5146958304853042,0.5615174299384825,0.04682159945317832,1.0,0.6964755853111579,0.12744406737053798,audit_population
